GenContext.norep	Lineage.final	count
PadR->?-><-SIG+TM(s)<-ABC-ATPase<-Toast-rack*<-TraJ-RHH<-?<-Fer2_3+Fer4_8	bacteria>actinobacteria	1
Penicillinase_R->SIG+Toast-rack*->	bacteria>fcb group	1
Peptidase_M24-><-SIG+TM(s)<-ABC-ATPase<-Toast-rack*<-TraJ-RHH<-GNTR-HTH	bacteria>actinobacteria	1
Peptidase_M3_N+Peptidase_M3->?->Toast-rack*->DUF2089-HTH->?->ZNR+DUF2089-HTH-><-ENOYCOADEHYD	bacteria>deinococcus-thermus	1
Peptidase_M3_N+Peptidase_M3-><-?||YTCD-HTH->adh_short-><-?<-?<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH	bacteria>firmicutes	1
Peptidase_M3_N+Peptidase_M3-><-?<-?<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH	bacteria>firmicutes	1
Pirin+Pirin_C-><-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH	bacteria>actinobacteria	1
PolyA_pol+PolyA_pol_RNAbd+HD+tRNA_NucTran2_2->?->SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*-><-?||?->Ribosomal_S15->	bacteria>spirochaetes	1
polyprenyl_synt-><-SIG+Toast-rack*<-?<-SIGMA-HTH||?-><-Ribosomal_L9_N+Ribosomal_L9_C<-SIG+Ribosomal_S18	bacteria>proteobacteria>gammaproteobacteria	1
PRK->?->DIOX_N+2OG-FeII_Oxy->Peptidase_M17_N+Peptidase_M17->?->SIGMA-HTH->?->SIG+Toast-rack*->?-><-?<-?<-ABC-ATPase<-ABC-ATPase	bacteria>proteobacteria>gammaproteobacteria	1
PspA->?->?->SIG+Toast-rack*->SIG+DUF1576+TM+DUF1576->	bacteria>spirochaetes	1
Put_DNA-bind_N+CoA_binding->?->?->?->?->?->SIG+TM+HAMP+HISKIN->Toast-rack*->	bacteria>other unclassified bacteria	1
REC+LYTTR->?->?-><-?<-?<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH	bacteria>firmicutes	1
REC+LYTTR-><-?<-Radical_SAM+Radical_SAM_C<-?<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)	bacteria>firmicutes	1
REC+LYTTR-><-Toast-rack*<-TraJ-RHH	bacteria>actinobacteria	1
REC+LYTTR->SIG+TM+HAMP+HISKIN-><-?||?->?-><-?||Toast-rack*->SIG+PADR-HTH-><-?<-ADH_N+ADH_zinc_N	bacteria>actinobacteria	1
REC+LYTTR->SIG+TM+HAMP+HISKIN-><-?||ABC-ATPase->?->?->SIG+Toast-rack*->	bacteria>firmicutes	1
REC+LYTTR->SIG+TM+HAMP+HISKIN-><-ZNR+DUF2089-HTH<-?<-Toast-rack*	bacteria>deinococcus-thermus	1
Rhodanese(s)->SIG+Toast-rack*->	bacteria>actinobacteria	1
RibD_C->?->SIG+Toast-rack*->	bacteria>firmicutes	1
Ribosomal_L31-><-SIG+Toast-rack*||Aminotran_1_2->Aminotran_3->AAA_26->	bacteria>fcb group	1
Ribosomal_S4+S4->?->?->PseudoU_synth_1(s)-><-Toast-rack*<-TraJ-RHH	bacteria>actinobacteria	1
Ribosomal_S4+S4->GTP_EFTU+GTP_EFTU_D2+RF3_C->DAGK_cat-><-TM+Toast-rack*<-?<-DUF463||PGM_PMM_I+PGM_PMM_II+PGM_PMM_III+PGM_PMM_IV->?-><-SIG+DUF885	bacteria>proteobacteria>alphaproteobacteria	1
RNA-Helicase+A18->ABC-ATPase(s)->?->Toast-rack*->PspC+TM(s)->Phage_holin_4_2->	bacteria>firmicutes	1
RNA-Helicase+A18->ABC-ATPase(s)->SIG+Toast-rack*->	bacteria>firmicutes	1
Rubrerythrin->MMR_HSR1+YchF-GTPase_C->?-><-Cyclase<-PfkB<-HhH-GPD||?->SIG+Toast-rack*->	archaea>euryarchaeota	1
S-AdoMet_synt_N+S-AdoMet_synt_M+S-AdoMet_synt_C->?-><-?<-?<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)	bacteria>firmicutes	1
S-AdoMet_synt_N+S-AdoMet_synt_M+S-AdoMet_synt_C->?-><-?<-Radical_SAM+Radical_SAM_C<-?<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)	bacteria>firmicutes	1
S-AdoMet_synt_N+S-AdoMet_synt_M+S-AdoMet_synt_C->?->SIG+Acyltransferase->?->SIG+Toast-rack*-><-?<-?<-SIG+Peptidase_S15+PepX_C	bacteria>fcb group	1
Semialdhyde_dh+Semialdhyde_dhC->?-><-SIG+Toast-rack*<-DUF1700-alpha-helical+TM(s)<-SIG+PADR-HTH	bacteria>firmicutes	1
SIG+Abhydrolase_3-><-?<-?<-SIG+Toast-rack*<-AHSA1<-HTH_20	bacteria>acidobacteria	1
SIG+Acyltransferase->Toast-rack*->SIG+PADR-HTH->REC+LYTTR->SIG+TM+HAMP+HISKIN->	bacteria>actinobacteria	1
SIG+Amino_oxidase-><-p450<-?<-?<-DUF1700-alpha-helical+Toast-rack*	bacteria>firmicutes	1
SIG+ASH-IG+Toast-rack+TPR(s)+CASPASE*->	bacteria>cyanobacteria	1
SIG+Beta-Helix+Toast-rack+CASPASE*->	bacteria>cyanobacteria	1
SIG+BLBD->SIG+Toast-rack*->	bacteria>acidobacteria	1
SIG+cNMP_binding+HTH_Crp_2-><-?<-?<-?<-Penicillinase_R<-?<-SIG+Toast-rack*	bacteria>firmicutes	1
SIG+cNMP_binding+HTH_Crp_2->Acetyltransf_1-><-ZNR+DUF2089-HTH<-?<-Toast-rack*	bacteria>deinococcus-thermus	1
SIG+EAL->?->?->GNTR-HTH->ABC-ATPase->?->SIG+Toast-rack*->ABC-ATPase->	bacteria>firmicutes	1
SIG+HSP20->?-><-?||?->?-><-?<-SIG+Toast-rack*	bacteria>proteobacteria>deltaproteobacteria	1
SIG+HTH_42-><-Toast-rack*<-TraJ-RHH	bacteria>actinobacteria	1
SIG+PADR-HTH->?->?->SIG+TM+HISKIN-LiaS-like->SIG+Toast-rack*->REC+LYTTR->SIG+DUF2268->	bacteria>deinococcus-thermus	1
SIG+PADR-HTH->?->DUF1700-alpha-helical+Toast-rack*->	bacteria>firmicutes	1
SIG+PADR-HTH->?->SIG+Toast-rack*-><-?||?-><-SIG+SelR	bacteria>firmicutes	1
SIG+PADR-HTH->?->Toast-rack*->	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->?->Toast-rack*->	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack(s)*->	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*->	bacteria>actinobacteria	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*->?->?-><-?<-?<-REC+LYTTR	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*->?->?-><-Peptidase_M3_N+Peptidase_M3	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*->?-><-OTCace_N+OTCace<-Aminotran_3	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*-><-?||?->?->SIG+TM(s)+Toast-rack*->SIG+TM+HISKIN-LiaS-like->REC+LYTTR->	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*-><-BirA-HTH	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*-><-Radical_SAM+BATS	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*-><-SIG+TM+HAMP+HISKIN<-REC+LYTTR	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*->ABC-ATPase->SIG+TM(s)->	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*->Lactamase_B+Flavodoxin_1+Flavin_Reduct+Rubredoxin->	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->Toast-rack*->Flavodoxin_2->	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->?->?-><-?||RNA-Helicase+A18->	bacteria>tenericutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->?-><-SIG+TM(s)+ABC-ATPase<-MerR-HTH	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*-><-?<-LUD_dom+Fer4_8+DUF3390<-CCG(s)	bacteria>firmicutes	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->DUF1700-alpha-helical+TM(s)->?->SIG+Toast-rack*->	bacteria>spirochaetes	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->SIG+Toast-rack*->	archaea>euryarchaeota	1
SIG+PADR-HTH->Toast-rack*->	bacteria>firmicutes	1
SIG+PADR-HTH->Toast-rack*->PspC+TM(s)->	bacteria>firmicutes	1
SIG+PBP_like_2->?->?->PSE->ABC-ATPase->SIG+Toast-rack*->	bacteria>other unclassified bacteria	1
SIG+Peptidase_M1->?->?-><-DnaB+DnaB_C<-SIG+Toast-rack*<-?<-SIGMA-HTH<-Ribosomal_L9_N+Ribosomal_L9_C<-SIG+Ribosomal_S18	bacteria>proteobacteria>gammaproteobacteria	1
SIG+TM(s)->?-><-?<-?||SIG+Toast-rack*->	bacteria>actinobacteria	1
SIG+TM(s)->?->SIG+TM+HISKIN-LiaS-like->REC+LYTTR->TM+Toast-rack*->	bacteria>actinobacteria	1
SIG+TM(s)->REC+LYTTR->SIG+TM+HAMP+HISKIN-><-SIG+Toast-rack*<-SIG+TM(s)<-ABC-ATPase	bacteria>firmicutes	1
SIG+TM(s)->SIG+TM(s)->SIG+Toast-rack*->	bacteria>proteobacteria>alphaproteobacteria	1
SIG+TM(s)+ABC-ATPase->SIG+TM(s)+ABC-ATPase-><-SIG+Toast-rack*<-?<-ABC-ATPase	bacteria>firmicutes	1
SIG+TM+bPH_2->?->?->Glu-tRNAGln->Amidase->?->?->LiaI-LiaF-TM+Toast-rack*->	bacteria>firmicutes	1
SIG+TM+HISKIN-LiaS-like->REC+LYTTR-><-REC+LYTTR<-?<-SIG+TM+HISKIN-LiaS-like<-SIG+Toast-rack*<-SIG+Toast-rack*	bacteria>actinobacteria	1
SIG+TM+HISKIN-LiaS-like->REC+LYTTR->SIG+Toast-rack*-><-?<-NMO||?-><-?<-?<-FAA_hydrolase	bacteria>actinobacteria	1
SIG+TM+HISKIN-LiaS-like->REC+LYTTR->SIG+Toast-rack*->tRNA->tRNA-><-AMP_N+Peptidase_M24<-?||NUDIX-><-tRNA_edit<-?||Pro_isomerase->TM+Rhomboid->	bacteria>actinobacteria	1
SIG+TM+HISKIN-LiaS-like->SIG+Toast-rack*->REC+LYTTR->	bacteria>deinococcus-thermus	1
SIG+TM+HISKIN-LiaS-like->SIG+Toast-rack*->REC+LYTTR->?->?-><-?<-?<-?<-MscL	bacteria>deinococcus-thermus	1
SIG+TM+HISKIN-LiaS-like->SIG+Toast-rack*->REC+LYTTR->Cupin_2-><-?<-Aldo_ket_red||?-><-SIG+TM(s)	bacteria>deinococcus-thermus	1
SIG+TM+HISKIN-LiaS-like->TM+Toast-rack*->	bacteria>actinobacteria	1
SIG+Toast-rack->SIG+Toast-rack*->SIG+Toast-rack*->SIG+Toast-rack*->SIG+Toast-rack*->SIG+Toast-rack*->SIG+Toast-rack*->	eukaryota>metazoa	1
SIG+Toast-rack(s)+CASPASE*->	bacteria>cyanobacteria	1
SIG+Toast-rack*->	archaea>others	1
SIG+Toast-rack*->	bacteria>proteobacteria>deltaproteobacteria	1
SIG+Toast-rack*->	eukaryota>holozoa	1
SIG+Toast-rack*->?->?-><-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like	bacteria>actinobacteria	1
SIG+Toast-rack*->?-><-?||?-><-SurE<-?<-tRNA<-?||AAA+AAA_assoc_2+MgsA_C->	bacteria>other unclassified bacteria	1
SIG+Toast-rack*->?-><-?<-?<-?<-SIG+Serpin<-?<-DUF362	bacteria>fcb group	1
SIG+Toast-rack*->?->SIG+Toast-rack->SIG+Toast-rack*->	eukaryota>metazoa	1
SIG+Toast-rack*-><-?||?-><-?||SIG+TM+HAMP+HISKIN->	bacteria>actinobacteria	1
SIG+Toast-rack*-><-?||?-><-?<-?<-?||?->AIRC->	bacteria>spirochaetes	1
SIG+Toast-rack*-><-?||?->Smr->?->?-><-GreA_GreB_N+GreA_GreB	bacteria>proteobacteria>gammaproteobacteria	1
SIG+Toast-rack*-><-?||SIG+Toast-rack*->	eukaryota>metazoa	1
SIG+Toast-rack*-><-?<-?||?-><-?||SIG+Toast-rack*-><-?<-?<-?<-?||?-><-?<-Glu-tRNAGln	archaea>others	1
SIG+Toast-rack*-><-?<-?<-?||?->?->Cupin_2->	archaea>euryarchaeota	1
SIG+Toast-rack*-><-?<-SIG+tRNA-synt_His+HGTP_anticodon	bacteria>other unclassified bacteria	1
SIG+Toast-rack*-><-?<-tRNA<-Lactamase_B_3	bacteria>other unclassified bacteria	1
SIG+Toast-rack*-><-GATase_5<-PurS	archaea>euryarchaeota	1
SIG+Toast-rack*-><-H	bacteria>fcb group	1
SIG+Toast-rack*-><-REC+LYTTR<-SIG+TM+HAMP+HISKIN	bacteria>fcb group	1
SIG+Toast-rack*-><-Ribosomal_L31<-?<-CTP_synth_N+GATase	bacteria>firmicutes	1
SIG+Toast-rack*-><-SIG+CitMHS+TM(s)	bacteria>proteobacteria>gammaproteobacteria	1
SIG+Toast-rack*-><-SIG+CitMHS+TM(s)<-?<-ABC-ATPase||?->REC+LYTTR->	bacteria>proteobacteria>gammaproteobacteria	1
SIG+Toast-rack*-><-SIG+PPK2<-?<-ABC-ATPase<-SIG+FecCD<-SIG+FecCD	bacteria>actinobacteria	1
SIG+Toast-rack*-><-SIG+TM(s)	bacteria>actinobacteria	1
SIG+Toast-rack*-><-SIG+TM(s)+ABC-ATPase	bacteria>proteobacteria>gammaproteobacteria	1
SIG+Toast-rack*->ADH_N+ADH_zinc_N-><-?<-?<-?<-?<-SIG+TM(s)<-ABC-ATPase	archaea>euryarchaeota	1
SIG+Toast-rack*->GTP-bdg_N+GTP-bdg_M+MMR_HSR1->	bacteria>actinobacteria	1
SIG+Toast-rack*->HAD_2->Fe-ADH->?-><-DUF5131<-Fer4_9	bacteria>elusimicrobia	1
SIG+Toast-rack*->LiaI-LiaF-TM+Toast-rack*->SIG+TM+HAMP+HISKIN-LiaS-like->REC+LYTTR->	bacteria>firmicutes	1
SIG+Toast-rack*->MFS_1+TM(s)->	bacteria>actinobacteria	1
SIG+Toast-rack*->Na_H_Exchanger+TrkA_N->	bacteria>proteobacteria>gammaproteobacteria	1
SIG+Toast-rack*->REC+LYTTR->SIG+TM+HAMP+HISKIN->	bacteria>firmicutes	1
SIG+Toast-rack*->RibD_C->	bacteria>actinobacteria	1
SIG+Toast-rack*->SIG+PDZ_2(s)->	bacteria>cyanobacteria	1
SIG+Toast-rack*->SIG+Toast-rack*->	bacteria>other unclassified bacteria	1
SIG+Toast-rack*->SIG+Toast-rack*->	eukaryota>metazoa	1
SIG+Toast-rack*->SIG+Toast-rack*->SIG+Toast-rack*->SIG+Toast-rack*->	eukaryota>metazoa	1
SIG+Toast-rack*->SIGMA-HTH->	bacteria>proteobacteria>deltaproteobacteria	1
SIG+Toast-rack*->TM+Toast-rack*->	eukaryota>fungi	1
SIG+Toast-rack*->Toast-rack*->	bacteria>firmicutes	1
SIG+Toast-rack*->Toast-rack*->SIG+Toast-rack*->	bacteria>other unclassified bacteria	1
SIGMA-HTH->?->?->LiaI-LiaF-TM+Toast-rack*-><-Aldo_ket_red	bacteria>firmicutes	1
SIGMA-HTH->?->?->SIG+Toast-rack*->	bacteria>fcb group	1
SIGMA-HTH->?->?->SIG+Toast-rack*->	bacteria>firmicutes	1
SIGMA-HTH->?->?->SIG+Toast-rack*-><-?<-FAD_binding_6+NAD_binding_1+Fer2	bacteria>fcb group	1
SIGMA-HTH->?-><-?<-Toast-rack*	bacteria>actinobacteria	1
SIGMA-HTH->?->BBOX+TM(s)+LiaI-LiaF-TM->LiaI-LiaF-TM->LiaI-LiaF-TM+Toast-rack*-><-?||?-><-?<-?||?-><-SIG+Toast-rack*	bacteria>acidobacteria	1
SIGMA-HTH->?->SIG+Toast-rack*->	bacteria>acidobacteria	1
SIGMA-HTH->?->SIG+Toast-rack*-><-?||GTP_EFTU+GTP_EFTU_D2+RF3_C->	bacteria>proteobacteria>gammaproteobacteria	1
SIGMA-HTH->?->SIG+Toast-rack*->PhnA_Zn_Ribbon+PhnA->	bacteria>proteobacteria>gammaproteobacteria	1
SIGMA-HTH->?->TM+LiaI-LiaF-TM->LiaI-LiaF-TM(s)+Toast-rack*->	bacteria>acidobacteria	1
SIGMA-HTH->SIG+Toast-rack*->SIG+Bactofilin+TM(s)->SIG+Toast-rack*->	bacteria>fcb group	1
SIGMA-HTH->Toast-rack*->	bacteria>actinobacteria	1
SIGMA-HTH->zf-HC2+TM->BBOX+TM(s)+LiaI-LiaF-TM->LiaI-LiaF-TM->SIG+Toast-rack*->	bacteria>other unclassified bacteria	1
SIGMA-HTH->zf-HC2+TM->SIG+Toast-rack*->	bacteria>other unclassified bacteria	1
SIGMA-HTH->zf-HC2+TM->SIG+Toast-rack*->SIG+Toast-rack*->	bacteria>fcb group	1
SIGMA-HTH->zf-HC2+TM->SIG+Toast-rack*->SIG+Toast-rack*->SIG+Toast-rack*->Bax1-I-><-Pterin_4a	bacteria>fcb group	1
SIGMA-HTH->ZnF+TM+HEAT_2->PSE->SIG+Toast-rack*->	bacteria>other unclassified bacteria	1
SIGMA-HTH->ZnF+TM+HEAT_2->SIG+Toast-rack*->	bacteria>fcb group	1
SIGMA-HTH->ZnF+TM+HEAT_2->SIG+Toast-rack*->SIG+PDZ_2(s)->	bacteria>acidobacteria	1
SIGMA-HTH->ZnF+TM+HEAT_2->SIG+Toast-rack*->SIG+Peptidase_S9_N+Peptidase_S9-><-HIT<-GreA_GreB_N+GreA_GreB||?-><-SIG+TM(s)+ABC-ATPase	bacteria>fcb group	1
SIGMA-HTH->ZnF+TM+HEAT_2->SIG+Toast-rack*->SIG+Toast-rack*->SIG+Beta-lactamase->SIG+Beta-lactamase->?->?->?->?->MacB_PCD+FtsX+TM+MacB_PCD+FtsX->?->SIG+Toast-rack*->?->?->YoeB_toxin->	bacteria>fcb group	1
SIGMA-HTH->ZnF+TM+HEAT_2->SIG+Toast-rack*->SIG+Toast-rack*->SIG+Beta-lactamase->SIG+Beta-lactamase->?->?->?->?->SIG+Toast-rack*->	bacteria>fcb group	1
SIGMA-HTH->ZnF+TM+HEAT_2->SIG+Toast-rack*->SIG+Toast-rack*->SIGMA-HTH->	bacteria>acidobacteria	1
SIGMA-HTH->ZnF+TM+HEAT_2->SIG+Toast-rack*->Toast-rack*->	bacteria>fcb group	1
Sigma70_r1_2+Sigma70_r2+Sigma70_r3+Sigma70_r4->DUF2071->?->?-><-SIG+Toast-rack*	bacteria>fcb group	1
SufE->?-><-?||Cation_efflux+ZT_dimer->SIGMA-HTH->ZnF+TM+HEAT_2->SIG+Toast-rack*->SIG+Toast-rack*-><-PadR<-?<-GidB<-GIDA+GIDA_assoc	bacteria>other unclassified bacteria	1
SufE->?-><-?<-?<-?<-?||SIG+Toast-rack*->	bacteria>proteobacteria>deltaproteobacteria	1
T2SSE->Toast-rack*->SIG+PADR-HTH-><-?<-?<-?<-?||AraC-HTH(s)->	bacteria>actinobacteria	1
Thy1-><-?<-?<-?<-SIG+TM(s)<-Toast-rack*<-Toast-rack*<-SIG+TM(s)<-HTH	archaea>euryarchaeota	1
TM(s)+PEMT->?-><-?<-?<-SIG+Toast-rack*<-Na_H_Exchanger+TrkA_N<-?<-?<-?<-?<-?<-REC+LYTTR	bacteria>fcb group	1
TM+Toast-rack*->	bacteria>actinobacteria	1
TM+Toast-rack*->	eukaryota>others	1
Toast-rack*->	bacteria>cyanobacteria	1
Toast-rack*->	bacteria>proteobacteria>gammaproteobacteria	1
Toast-rack*->	eukaryota>archaeplastida>viridiplantae	1
Toast-rack*->	eukaryota>fungi	1
Toast-rack*->	eukaryota>sar>stramenopiles	1
Toast-rack*->?->?->?->?->?->SIG+TM+Proton_antipo_N+Proton_antipo_M+TM(s)->SIG+TM(s)+Proton_antipo_M+TM(s)->	bacteria>chloroflexi	1
Toast-rack*->?->?->?->EamA+TM+EamA->	bacteria>actinobacteria	1
Toast-rack*->?->?-><-SIG+HTH_42	bacteria>actinobacteria	1
Toast-rack*->?-><-SIG+HTH_42	bacteria>actinobacteria	1
Toast-rack*-><-?<-?<-?||?->?->SIG+DUF1576+TM+DUF1576->	archaea>euryarchaeota	1
Toast-rack*-><-?<-COX1+TM	archaea>euryarchaeota	1
Toast-rack*-><-PRK	bacteria>firmicutes	1
Toast-rack*->ABC-ATPase->SIG+TM(s)->?-><-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like	bacteria>actinobacteria	1
Toast-rack*->ABC-ATPase->SIG+TM(s)->?->MFS_1+TM(s)->	bacteria>actinobacteria	1
Toast-rack*->ABC-ATPase->SIG+TM(s)->?->PurS->GATase_5->AIRS+AIRS_C+AIRS+AIRS_C->	bacteria>actinobacteria	1
Toast-rack*->DPPIV_N+Peptidase_S9->SIG+Aminotran_1_2-><-Cupin_2	bacteria>actinobacteria	1
Toast-rack*->DUF2089-HTH->	bacteria>caldiserica	1
Toast-rack*->p450-><-?<-SIG+Sigma70_r2+Sigma70_r4_2+TPR_2<-YCII||SIG+Beta-lactamase->	bacteria>actinobacteria	1
Toast-rack*->PSE->?->?-><-Iso_dh	bacteria>armatimonadetes	1
Toast-rack*->PspC+TM(s)->?->Phage_holin_4_2->?->?->NAD_Gly3P_dh_N+NAD_Gly3P_dh_C->	bacteria>firmicutes	1
Toast-rack*->SIG+PADR-HTH->?->?-><-ADH_N+ADH_zinc_N	bacteria>actinobacteria	1
Toast-rack*->SIG+PADR-HTH-><-?<-?<-?<-?<-ADH_N+ADH_zinc_N	bacteria>actinobacteria	1
Toast-rack*->SIG+PADR-HTH-><-?<-ADH_N+ADH_zinc_N<-ABC-ATPase	bacteria>actinobacteria	1
Toast-rack*->SIG+PADR-HTH-><-Na_H_Exchanger<-ADH_N+ADH_zinc_N<-?||MarR->	bacteria>actinobacteria	1
Toast-rack*->SIG+TM(s)->	archaea>euryarchaeota	1
Toast-rack*->SIG+TM(s)-><-Cob_adeno_trans	archaea>euryarchaeota	1
Toast-rack*->SIG+Toast-rack*->	bacteria>other unclassified bacteria	1
Toast-rack*->Toast-rack*->	bacteria>other unclassified bacteria	1
Toast-rack*->ZNR+DUF2089-HTH->	bacteria>deinococcus-thermus	1
TraJ-RHH->?->Toast-rack*->ABC-ATPase->SIG+TM(s)->?-><-AhpC-TSA+1-cysPrx_C	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*->?->?-><-Acetyltransf_3||?-><-?<-SIG+TM(s)<-UPF0060	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*-><-?<-?||?-><-?||?-><-?<-?||?->?->?->?->?->?->DUF1707-SHOCT-bihelical+Toast-rack*->Peptidase_M24->?-><-LACI-HTH+PBPI	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*-><-?<-?||SIGMA-HTH->?->?->?->?->?->DUF1707-SHOCT-bihelical+Toast-rack*-><-?||Peptidase_M24->	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*-><-SIG+HTH_42	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*-><-SIG+HTH_42||?->DUF2461->	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*->ABC-ATPase->	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->?-><-?<-?<-?<-Methyltransf_25	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)-><-?<-?||?-><-?<-Abhydrolase_1	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)-><-?<-?||?-><-ABC-ATPase<-HTH_24+ROK	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)-><-?<-Band_7_1+DUF4339	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)-><-?<-Band_7_1+DUF4339||?->adh_short->	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)-><-ABC-ATPase<-SIG+TM+BPD_transp_1<-SIG+SBP_bac_11	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)-><-YbjQ_1<-?<-?<-?<-ABC-ATPase	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->DUF1707-SHOCT-bihelical+Toast-rack*->?->SIG+Methyltransf_11->	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->Response_reg+Pyr_redox_2->?-><-?<-MODE-HTH+PBPII	bacteria>actinobacteria	1
TraJ-RHH->Toast-rack*->p450->ABC-ATPase->	bacteria>actinobacteria	1
Transposase_mut-><-SIG+Toast-rack*	bacteria>firmicutes	1
tRNA-synt_1b+S4->?-><-?<-DUF2089-HTH<-?<-Toast-rack*<-ZNR+DUF2089-HTH	bacteria>other unclassified bacteria	1
UPF0014->?-><-SIG+Toast-rack*<-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like	bacteria>actinobacteria	1
UPF0060-><-Toast-rack*	bacteria>firmicutes	1
URO-D-><-TM+Rhomboid||?-><-SIG+TM(s)<-ABC-ATPase<-Toast-rack*	bacteria>actinobacteria	1
UvrD-helicase+UvrD_C-><-DUF1700-alpha-helical+Toast-rack*<-SIG+PADR-HTH<-?||?->?->DNA_ligase_aden+DNA_ligase_OB+DNA_ligase_ZBD+HHH_2+BRCT->ABC-ATPase(s)->	bacteria>tenericutes	1
WhiA_N+LAGLIDADG_WhiA+HTH_WhiA->?->?->?->SIG+PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack*->tRNA->tRNA->?->?->Cyclase->?->Arginase->	bacteria>tenericutes	1
YceI->Pirin+Pirin_C-><-SIG+Toast-rack*	bacteria>acidobacteria	1
ZnF+TM+HEAT_2->SIG+Toast-rack*->	bacteria>pvc group	1
ZNR+DUF2089-HTH->?->Toast-rack*->Phage_holin_4_2-><-?||NUDIX-><-?||SIGMA-HTH->	bacteria>firmicutes	1
ZNR+DUF2089-HTH->DUF2089-HTH->Toast-rack(s)*->	bacteria>chloroflexi	1
ZNR+DUF2089-HTH->DUF2089-HTH->Toast-rack*->SIG+LiaI-LiaF-TM->	bacteria>thermotogae	1
ZNR+DUF2089-HTH->DUF2089-HTH->Toast-rack*->SIG+LiaI-LiaF-TM->Isochorismatase->?->SOR_SNZ+ThiG->SNO->	bacteria>thermotogae	1
ZNR+DUF2089-HTH->SIG+TM(s)->Toast-rack*->	bacteria>chloroflexi	1
ZNR+DUF2089-HTH->Toast-rack*->EVE->	bacteria>armatimonadetes	1
ZNR+DUF2089-HTH->Toast-rack*->Peptidase_M20-><-AAA+AAA_assoc_2+MgsA_C	bacteria>firmicutes	1
