GenContext.norep	Lineage.final	count
<-PspF:Sigma54+HTH<-?||?-><-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH-><-SIG+TMs-MFS:EmrB<-?||?-><-HTH-XRE	bacteria>proteobacteria>gammaproteobacteria	1
<-PspF:Sigma54+HTH<-?||PspA*->PspB->PspC+PspB->DUF463-ATPase->TMs+IIGP1-DUF697-><-?||PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspF:Sigma54+HTH<-TMs+IIGP1-DUF697<-DUF463-ATPase<-?<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspF:Sigma54+HTH<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspE:SIG+Rhodanese<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->ADH_short->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspF:Sigma54+HTH<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH-><-?||SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspF:Sigma54+HTH<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH-><-SIG+TMs-MFS:EmrB<-?||?-><-?||SIG+SBP->SIG+BPD->OppC+BPD->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspF:Sigma54+HTH<-TMs+IIGP1-DUF697<-DUF463-ATPase||?-><-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspF:Sigma54+HTH<-X?<-PspA*<-Y?<-HtpX:SIG+TMs-Metallopeptidase	bacteria>firmicutes	1
<-PspF:Sigma54+HTH||?->?->PspA*->PspB->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspF:Sigma54+HTH||?-><-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspF:Sigma54+HTH||?->PspA*->PspB->PspC+PspB->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspF:Sigma54+HTH||?->PspA*->PspB->PspC+PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspF:Sigma54+HTH||?->PspA*->PspB->PspC+PspB->PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspF:Sigma54+HTH||?->PspA*->PspC+PspB->PspB->PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspF:Sigma54+HTH||PspA*->	bacteria>proteobacteria>deltaproteobacteria	1
<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->?->DUF463-ATPase->TMs+IIGP1-DUF697-><-?||PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->PspB->?->PspB->	bacteria>proteobacteria>alphaproteobacteria	1
<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->PspE:SIG+Rhodanese->DUF463-ATPase->TMs+IIGP1-DUF697->PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspG<-PspC<-PspA*	bacteria>proteobacteria>gammaproteobacteria	1
<-PspM:SIG+TMs<-PspA*<-?||?-><-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs	bacteria>actinobacteria	1
<-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs<-?||ADH_short->	bacteria>actinobacteria	1
<-PspN:DUF3046<-PspN:DUF3046||?->?-><-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-PgsA:CDP-OH_P_transf+TMs||?-><-?||?->ADH_short->	bacteria>actinobacteria	1
<-PspN:DUF3046||?-><-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-?<-PgsA:CDP-OH_P_transf+TMs	bacteria>actinobacteria	1
<-SIG+Band_7+DUF390<-?<-?<-SIG+TMs-DUF1449<-?<-PspA*<-TypeIII_chaperone-CesT-YbjN||?->HTH-XRE->	bacteria>fcb group	1
<-SIG+Band_7+DUF390<-SIG+TMs-DUF1449<-?<-PspA*<-DUF2170	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+Band_7+DUF390<-SIG+TMs-DUF1449<-?<-PspA*<-TypeIII_chaperone-CesT-YbjN	bacteria>fcb group	1
<-SIG+Band_7+DUF390<-SIG+TMs-DUF1449<-?<-PspA*<-TypeIII_chaperone-CesT-YbjN||HTH-XRE->	bacteria>fcb group	1
<-SIG+Band_7+DUF390<-SIG+TMs-DUF1449<-PspA*	bacteria>proteobacteria>betaproteobacteria	1
<-SIG+Band_7+DUF390<-SIG+TMs-DUF1449<-PspA*	bacteria>proteobacteria>deltaproteobacteria	1
<-SIG+Band_7+DUF390<-SIG+TMs-DUF1449<-PspA*<-?<-FMO-like	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+Band_7+DUF390<-SIG+TMs-DUF1449<-PspA*<-TypeIII_chaperone-CesT-YbjN	bacteria>fcb group	1
<-SIG+Band_7+DUF390||?-><-SIG+TMs-DUF1449<-PspA*	bacteria>proteobacteria>betaproteobacteria	1
<-SIG+BPD<-SIG+SBP<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->?->PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+BPD<-SIG+SBP<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->PspE:SIG+Rhodanese->DUF463-ATPase->TMs+IIGP1-DUF697->PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-?<-PspA*<-DUF2170	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491||DUF2170->PspA*->	bacteria>proteobacteria>alphaproteobacteria	1
<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->?-><-ADH_short<-CinA	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->?->SIG+SBP->SIG+BPD->	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH-><-ADH_short	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH-><-SIG+TMs-MFS:EmrB||?->?-><-?||?-><-HTH-XRE	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH-><-SIG+TMs-MFS:EmrB||?-><-?||?-><-HTH-XRE	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->	NA	1
<-SIG+TMs-DUF1449<-?<-PspA*<-TypeIII_chaperone-CesT-YbjN	bacteria>fcb group	1
<-SIG+TMs-DUF1449<-PspA*	bacteria>proteobacteria>gammaproteobacteria	1
<-SIG+TMs-DUF1449<-PspA*||SIG+NRAMP+TMs->	bacteria>proteobacteria>alphaproteobacteria	1
<-SIG+TMs-MFS:EmrB<-PspA*<-Thioredoxin:trxA	bacteria>actinobacteria	1
<-SIG+TMs-MFS:EmrB||?-><-PspA*<-SIG+TMs	bacteria>firmicutes	1
<-Snf7*	bacteria>fcb group	1
<-Snf7*<-?<-?||?-><-Snf7	eukaryota>metazoa	1
<-Snf7*<-?<-Snf7	eukaryota>metazoa	1
<-Snf7*<-?||?-><-Snf7	eukaryota>fungi	1
<-Snf7*<-ABC-ATPase	archaea>others	1
<-Snf7*<-ABC-ATPase<-TMs<-LRP-HTH<-Classical-AAA	archaea>others	1
<-Snf7*<-Snf7	archaea>asgard group	1
<-Snf7*<-Snf7	eukaryota>fungi	1
<-Snf7*<-Snf7	eukaryota>sar>alveolata	1
<-Snf7*<-Snf7	eukaryota>sar>stramenopiles	1
<-Snf7*<-Snf7<-Snf7	eukaryota>metazoa	1
<-Snf7*||?-><-Snf7	eukaryota>archaeplastida>viridiplantae	1
<-Snf7*||Classical-AAA->	archaea>asgard group	1
<-Snf7<-Snf7*	eukaryota>sar>stramenopiles	1
<-Snf7<-Snf7*<-Snf7	eukaryota>metazoa	1
<-Snf7||?-><-?||Snf7*->	eukaryota>archaeplastida>viridiplantae	1
<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-?<-DUF2491<-?<-SIG+Ion_trans_2<-PspA*<-DUF2170	bacteria>proteobacteria>gammaproteobacteria	1
<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-?<-?<-PspA*<-DUF2170	bacteria>proteobacteria>gammaproteobacteria	1
<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-PspA*	bacteria>proteobacteria>gammaproteobacteria	1
<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-PspA*<-DUF2170<-?<-ABC-ATPase	bacteria>proteobacteria>gammaproteobacteria	1
<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2||DUF2170->PspA*-><-?<-?||?-><-?||?->?-><-ABC-ATPase	bacteria>proteobacteria>alphaproteobacteria	1
<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-PSE<-PspA*<-DUF2170<-?<-ABC-ATPase	bacteria>proteobacteria>gammaproteobacteria	1
<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-PSE<-SIG+Ion_trans_2<-PspA*<-DUF2170	bacteria>proteobacteria>gammaproteobacteria	1
<-TMs+IIGP1-DUF697<-?<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*	bacteria>proteobacteria>gammaproteobacteria	1
<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->?->ABC-ATPase->	bacteria>proteobacteria>gammaproteobacteria	1
<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspE:SIG+Rhodanese<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*	NA	1
<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||?->PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->	bacteria>proteobacteria>gammaproteobacteria	1
<-TMs+IIGP1-DUF697<-PSE<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-TMs+Methylase:SpeE<-?<-?<-SIG+TMs-DUF350<-DUF4178<-PspA*<-TypeIII_chaperone-CesT-YbjN<-?||?-><-?<-?<-ABC-ATPase	bacteria>proteobacteria>alphaproteobacteria	1
<-TMs+Methylase:SpeE<-SIG+TMs-DUF350<-?<-DUF4178<-PspA*<-TypeIII_chaperone-CesT-YbjN<-?<-ADH_short<-?<-ADH_short	bacteria>other unclassified bacteria	1
<-TMs+Methylase:SpeE<-SIG+TMs-DUF350<-?<-DUF4178<-PspA*<-TypeIII_chaperone-CesT-YbjN||HTH-XRE->	bacteria>fcb group	1
<-Toast-rack+PspB<-Toast-rack+PspB<-SIG+Toast-rack<-PspB<-PspA*||PspF:Sigma54+HTH->	bacteria>proteobacteria>alphaproteobacteria	1
<-TypeIII_chaperone-CesT-YbjN<-PspA*	bacteria>other unclassified bacteria	1
<-UDPGT||LEH->?-><-DUF3046<-?||?->?-><-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-PgsA:CDP-OH_P_transf+TMs	bacteria>actinobacteria	1
<-X?<-PspA*||?-><-?<-ADH_short	bacteria>actinobacteria	1
<-Y?<-HtpX:SIG+TMs-Metallopeptidase<-X?<-PspA*	bacteria>actinobacteria	1
<-YCII<-?||PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->	bacteria>actinobacteria	1
<-YCII<-?||PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->PspM:SIG+TMs->?->?->?->?->UDPGT->DUF3046->	bacteria>actinobacteria	1
<-YCII<-?||PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->PspM:SIG+TMs->?-><-?||?->UDPGT->DUF3046->	bacteria>actinobacteria	1
<-YCII||PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*-><-?<-ABC-ATPase	bacteria>actinobacteria	1
<-ZnR+TM<-PspA*	bacteria>firmicutes	1
ABC-ATPase->?->?->?->?->?-><-PspA*<-PspC	bacteria>firmicutes	1
ABC-ATPase->?->?->?->?-><-PspA*<-SIG+TMs	bacteria>firmicutes	1
ABC-ATPase->?->?->?->?->PspA*->?->?->PspA->	bacteria>firmicutes	1
ABC-ATPase->?->?->?-><-?||?->?-><-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->	bacteria>proteobacteria>gammaproteobacteria	1
ABC-ATPase->?->?->?-><-PspA*<-SIG+TMs<-SIG+TM+HisKin<-LiaR:REC+HTH||SIG+TMs-NfeD->SIG+Band_7+DUF390->	bacteria>firmicutes	1
ABC-ATPase->?->?->LiaI:SIG+TM->PspA*->LiaG:SIG+Toast-rack->LiaF:SIG+TM+Toast-rack->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	bacteria>firmicutes	1
ABC-ATPase->?-><-?<-?<-?<-?<-?<-X?<-PspA*	bacteria>actinobacteria	1
ABC-ATPase->?-><-?||?->PspA*->SIG+TMs-DUF350->DUF4178->	bacteria>firmicutes	1
ABC-ATPase->?-><-ABC-ATPase<-ABC-ATPase<-OppC+BPD<-SIG+BPD<-SIG+SBP<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->DUF463-ATPase->TMs+IIGP1-DUF697->	bacteria>proteobacteria>gammaproteobacteria	1
ABC-ATPase->?-><-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->PspC+PspB->PspB->	bacteria>proteobacteria>gammaproteobacteria	1
ABC-ATPase->?->DUF2170->PspA*->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	bacteria>proteobacteria>gammaproteobacteria	1
ABC-ATPase-><-PspA*	bacteria>firmicutes	1
ABC-ATPase-><-PspA*<-SIG+TM+TPM_phosphatase+TM	bacteria>actinobacteria	1
ABC-ATPase-><-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491||DUF2170->PspA*->	bacteria>proteobacteria>alphaproteobacteria	1
ABC-ATPase->Snf7*->	archaea>others	1
ABC-ATPase->tRNA->?->tRNA-><-PspA*<-ADH_short	bacteria>cyanobacteria	1
ADH_short->?-><-SIG+TMs-MFS:EmrB<-PspA*||?-><-Thioredoxin:trxA	bacteria>actinobacteria	1
ADH_short->?->ABC-ATPase->?->?-><-Y?<-HtpX:SIG+TMs-Metallopeptidase<-X?<-PspA*	bacteria>actinobacteria	1
ADH_short->?->ADH_short->?->?->PspA*->?-><-?<-?||SIG+TMs-MFS:EmrB->	bacteria>actinobacteria	1
ADH_short-><-?<-?<-?<-?||?-><-?||?->PspA*->	bacteria>actinobacteria	1
ADH_short-><-?<-?||?-><-?<-?||PspA*->	bacteria>proteobacteria>deltaproteobacteria	1
ADH_short-><-?<-PspA*<-?<-Thioredoxin:trxA	bacteria>actinobacteria	1
ADH_short-><-?<-TMs+IIGP1-DUF697<-?<-DUF463-ATPase<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->	bacteria>proteobacteria>gammaproteobacteria	1
ADH_short-><-?<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->	bacteria>proteobacteria>gammaproteobacteria	1
ADH_short-><-PspC+PspB<-?<-PspB<-PspB<-PspB<-PspA*	bacteria>other unclassified bacteria	1
ADH_short-><-SIG+TMs-MFS:EmrB<-PspA*<-?<-?||?-><-Thioredoxin:trxA	bacteria>actinobacteria	1
Bac_luciferase->?->?->?->?->PspA*-><-?||?-><-?<-?||LiaR:REC+HTH->	bacteria>actinobacteria	1
Bac_luciferase-><-?||?-><-?||?-><-?<-Classical-AAA||Snf7*->	archaea>asgard group	1
Classical-AAA-><-?<-?<-ABC-ATPase<-?||?-><-Snf7*	NA	1
Classical-AAA->Snf7*-><-?||?->ABC-ATPase->	archaea>euryarchaeota	1
ClgR:HTH->PspA*-><-?<-ABC-ATPase<-?||DUF3046->	bacteria>actinobacteria	1
ClgR:HTH->PspA*->UDPGT->DUF3046->	bacteria>actinobacteria	1
DUF2170->NLPC+PspA_IM30*->SIG+Ion_trans_2->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	bacteria>proteobacteria>gammaproteobacteria	1
DUF2170->PspA*->?->?-><-ABC-ATPase	bacteria>proteobacteria>alphaproteobacteria	1
DUF2170->PspA*-><-?<-?<-?||?->?->SIG+BPD->OppC+BPD->	bacteria>proteobacteria>alphaproteobacteria	1
DUF2170->PspA*->SIG+Ion_trans_2->DUF2491->	bacteria>proteobacteria>gammaproteobacteria	1
DUF2170->PspA*->SIG+Ion_trans_2->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	NA	1
DUF2170->PspA*->SIG+Ion_trans_2->PSE->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	bacteria>proteobacteria>gammaproteobacteria	1
DUF2170->PspA*->SIG+TMs-DUF1449->?->SIG+Band_7+DUF390->	bacteria>proteobacteria>gammaproteobacteria	1
DUF2170->PspA*->SIG+TMs-DUF1449->SIG+Band_7+DUF390->	bacteria>proteobacteria>betaproteobacteria	1
DUF2170->PspA*->SIG+TMs-DUF1449->SIG+Band_7+DUF390-><-ABC-ATPase	bacteria>proteobacteria>gammaproteobacteria	1
DUF4178->PspA*->	bacteria>firmicutes	1
DUF4178->PspA*->?->ADH_short->	bacteria>firmicutes	1
HTH-XRE-><-?||?-><-PSE||SIG+TMs-MFS:EmrB-><-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->	bacteria>proteobacteria>gammaproteobacteria	1
HTH-XRE-><-?||?->SIG+TMs-MFS:EmrB-><-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697-><-?||?->PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
HTH-XRE-><-?||?->SIG+TMs-MFS:EmrB-><-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->PspF:Sigma54+HTH->	bacteria>proteobacteria>gammaproteobacteria	1
HtpX:SIG+TMs-Metallopeptidase->Y?->?->?->?->?-><-X?<-PspA*	bacteria>firmicutes	1
HtpX:SIG+TMs-Metallopeptidase->Y?-><-X?<-PspA*	archaea>euryarchaeota	1
HtpX:SIG+TMs-Metallopeptidase->Y?-><-X?<-PspA*	archaea>tack group	1
HtpX:SIG+TMs-Metallopeptidase->Y?-><-X?<-PspA*	bacteria>chloroflexi	1
HtpX:SIG+TMs-Metallopeptidase->Y?-><-X?<-PspA*	bacteria>proteobacteria>gammaproteobacteria	1
LEH->?->?-><-DUF3046<-?||?->?-><-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-PgsA:CDP-OH_P_transf+TMs	bacteria>actinobacteria	1
LEH-><-?||?-><-DUF3046<-?||?->?-><-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-PgsA:CDP-OH_P_transf+TMs	bacteria>actinobacteria	1
LiaI:SIG+TM->PspA*->?->LiaF:SIG+TM+Toast-rack->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	bacteria>firmicutes	1
LiaI:SIG+TM->PspA*->?->SIG+TM+Toast-rack->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	bacteria>firmicutes	1
LiaI:SIG+TM->PspA*-><-?||LiaF:SIG+TM+Toast-rack->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	bacteria>firmicutes	1
LiaI:SIG+TM->PspA*->LiaF:SIG+TM+Toast-rack->	bacteria>firmicutes	1
LiaI:SIG+TM->PspA*->LiaF:SIG+TM+Toast-rack->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->?-><-?<-?<-LiaR:REC+HTH	bacteria>firmicutes	1
LiaI:SIG+TM->PspA*->LiaG:SIG+Toast-rack->LiaF:SIG+TM+Toast-rack->PSE->LiaR:REC+HTH->	bacteria>firmicutes	1
LiaI:SIG+TM->PspA*->PspC+PspB->PspA->	bacteria>firmicutes	1
LiaR:REC+HTH->?->?->SIG+TMs->PspA*->	bacteria>firmicutes	1
LiaR:REC+HTH->?-><-?<-?<-PspA*	bacteria>proteobacteria>alphaproteobacteria	1
LiaR:REC+HTH->?->PspA*->	bacteria>other unclassified bacteria	1
LiaR:REC+HTH->SIG+HAMP+TM+HISKIN->SIG+NRAMP+TMs->PspA*->	bacteria>other proteobacteria	1
LiaR:REC+HTH->SIG+TM+HisKin->?->?-><-?||SIG+TMs->PspA*->	bacteria>firmicutes	1
LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->LiaG:SIG+Toast-rack-><-PspA*	bacteria>actinobacteria	1
NLPC+PspA_IM30*->OppC+BPD->	bacteria>cyanobacteria	1
NLPC+PspA_IM30*->Thioredoxin:trxA->?->?->?-><-?<-?<-ABC-ATPase	bacteria>cyanobacteria	1
NYN->?-><-PspA*	bacteria>actinobacteria	1
NYN-><-PspA*<-Thioredoxin:trxA||?->?->?-><-?<-ABC-ATPase	bacteria>actinobacteria	1
NYN-><-PspA*||?-><-Thioredoxin:trxA	bacteria>actinobacteria	1
PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH-><-?||?->PspA*->PspM:SIG+TMs->	bacteria>actinobacteria	1
PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*-><-?<-ABC-ATPase	bacteria>actinobacteria	1
PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->PspM:SIG+TMs->	bacteria>actinobacteria	1
PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->PspM:SIG+TMs->?->UDPGT->DUF3046->	bacteria>actinobacteria	1
PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->PspM:SIG+TMs-><-?<-ABC-ATPase	bacteria>actinobacteria	1
PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->PspM:SIG+TMs-><-?<-LEH||UDPGT->DUF3046->	bacteria>actinobacteria	1
PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->PspM:SIG+TMs-><-LEH||UDPGT->	bacteria>actinobacteria	1
PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->SIG+DUF1707+Toast-rack-><-?<-ABC-ATPase<-?||DUF3046->	bacteria>actinobacteria	1
PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->UDPGT->DUF3046->	bacteria>actinobacteria	1
PgsA:CDP-OH_P_transf+TMs->ClgR:HTH->PspA*->	bacteria>actinobacteria	1
PgsA:CDP-OH_P_transf+TMs->ClgR:HTH->PspA*->PspM:SIG+TMs->	bacteria>actinobacteria	1
PgsA:CDP-OH_P_transf+TMs->ClgR:HTH->PspA*->PspM:SIG+TMs-><-?<-LEH||UDPGT->DUF3046->	bacteria>actinobacteria	1
PspA->PspA*->Thioredoxin:trxA->	bacteria>cyanobacteria	1
PspA*->	archaea>tack group	1
PspA*->	bacteria>other proteobacteria	1
PspA*->	bacteria>proteobacteria>betaproteobacteria	1
PspA*->	eukaryota>archaeplastida>viridiplantae	1
PspA*->?->?->?->?-><-?||?->?->Thioredoxin:trxA->	bacteria>cyanobacteria	1
PspA*->?->?->?-><-?<-?||?-><-?||Thioredoxin:trxA->	bacteria>cyanobacteria	1
PspA*->?->?->?-><-?<-ABC-ATPase	bacteria>actinobacteria	1
PspA*->?->?-><-?<-ABC-ATPase	bacteria>cyanobacteria	1
PspA*->?->?-><-?||?->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->	bacteria>actinobacteria	1
PspA*->?->?-><-?||PSE->?->ADH_short->	bacteria>actinobacteria	1
PspA*->?->?-><-LiaR:REC+HTH	bacteria>other unclassified bacteria	1
PspA*->?->?->ABC-ATPase->SIG+TM-SRM_01347->Classical-AAA->	bacteria>other unclassified bacteria	1
PspA*->?-><-?<-?<-?<-?||?->PspA->	archaea>others	1
PspA*->?-><-?||?->?->ABC-ATPase->	bacteria>proteobacteria>deltaproteobacteria	1
PspA*->?->LiaR:REC+HTH->	bacteria>cyanobacteria	1
PspA*->?->LiaR:REC+HTH->SIG+TM+HisKin->	bacteria>firmicutes	1
PspA*->?->PspG->	bacteria>proteobacteria>gammaproteobacteria	1
PspA*->?->SIG+TM-SRM_01347->?->ABC-ATPase->?->?->?->Classical-AAA->	bacteria>proteobacteria>deltaproteobacteria	1
PspA*->?->SIG+TMs-DUF1449->SIG+Band_7+DUF390->	bacteria>proteobacteria>betaproteobacteria	1
PspA*->?->X?->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	bacteria>actinobacteria	1
PspA*-><-?<-?<-ABC-ATPase<-?||DUF3046->	bacteria>actinobacteria	1
PspA*-><-?<-ABC-ATPase	bacteria>actinobacteria	1
PspA*-><-?<-ABC-ATPase<-?||DUF3046->	bacteria>actinobacteria	1
PspA*-><-?||?->?->?->?->?-><-Rhodanese	bacteria>deinococcus-thermus	1
PspA*-><-?||HTH-XRE->	bacteria>actinobacteria	1
PspA*-><-ABC-ATPase	bacteria>firmicutes	1
PspA*->Classical-AAA->	bacteria>armatimonadetes	1
