GenContext.norep	Lineage.final	count
<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||SIG+PspC+TM*->	bacteria>actinobacteria	2
<-SbcC(s)+ABC-ATPase+SbcC<-RNA-Helicase+A18<-Cluster215_2clades<-?<-?<-SIG+TM(s)<-PspC*<-SIG+HAMP+HISKIN<-REC+LuxR-HTH	bacteria>firmicutes	2
<-SIG+TM(s)<-PspC*<-Toast-rack<-?<-ABC-ATPase<-ABC-ATPase	bacteria>firmicutes	2
<-SIG+TM(s)||?-><-?||ComEA-HHH+S1->?->PspC*->	bacteria>firmicutes	2
<-SIG+TM+PspC*	bacteria>cyanobacteria	2
<-SIG+Toast-rack<-?<-SIG+Toast-rack<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH<-SIG+Toast-rack	bacteria>fcb group	2
<-SIG+Toast-rack<-SIG+Toast-rack<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	2
<-SIGMA-HTH<-CHC2+Toprim-DNAG<-?<-PspC+LiaI-LiaF-TM*	bacteria>other unclassified bacteria	2
<-TM(s)+IIGP1<-CR-ATPase1<-Phageshock_PspD<-PspC*<-PspB	NA	2
ABC-ATPase->?-><-?<-?||?->PspC+LiaI-LiaF-TM*-><-TM(s)	bacteria>firmicutes	2
ABC-ATPase->?->PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->	bacteria>other unclassified bacteria	2
ABC-ATPase->CHC2+Toprim-DNAG->SIGMA-HTH->Cluster144_2clades->?->?->PspC*->	bacteria>firmicutes	2
ABC-ATPase->SIG+TM(s)->PspC*->	bacteria>other unclassified bacteria	2
ABhydrolase->?->?->?-><-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	2
ABhydrolase->?-><-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	2
ABhydrolase-><-?||?-><-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	2
ArgR-HTH->?->?->PspC*->?->Cluster283_3clades->	bacteria>fcb group	2
ArgR-HTH-><-?<-?<-?<-PspC*<-?<-?<-Cluster144_2clades<-SIGMA-HTH<-CHC2+Toprim-DNAG	bacteria>firmicutes	2
CHC2+Toprim-DNAG->SIGMA-HTH->Cluster144_2clades->?->?->PspC*->?->?->?-><-ArgR-HTH	bacteria>firmicutes	2
Cluster110_2clades->PspC*->?->Cluster110_2clades-><-?||sGTP->	NA	2
Cluster115_3clades-><-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*->?->PspC*->	bacteria>actinobacteria	2
Cluster115_3clades->PspC*->SMS-KaiC->?-><-SIG+TM(s)<-?<-?<-Cluster722_2clades	bacteria>firmicutes	2
Cluster166_3clades-><-?<-?<-?<-HMA+TM(s)<-?||PspC*->	bacteria>other unclassified bacteria	2
Cluster166_3clades-><-?<-?<-?<-HMA+TM(s)<-?||PspC*->LiaI-LiaF-TM+Toast-rack->	bacteria>other unclassified bacteria	2
Cluster212_2clades->BLBD->Cluster185_3clades-><-TM*<-PspB<-PspA	bacteria>proteobacteria>alphaproteobacteria	2
Cluster212_2clades->BLBD->PspC*->Cluster185_3clades->	bacteria>proteobacteria>betaproteobacteria	2
Cluster229_2clades->?->?->NUDIX->TM-><-PspC*	bacteria>proteobacteria>alphaproteobacteria	2
Cluster236_2clades->Cluster234_2clades->?-><-SUA<-PspC+LiaI-LiaF-TM*<-?||HhH-GPD-><-PSYN<-Cluster335_2clades	bacteria>other unclassified bacteria	2
Cluster287_4clades->?->?->?->Cluster559_2clades->?->?->PspC*->	bacteria>firmicutes	2
Cluster293_2clades->?->?-><-PELOTA<-?<-?<-PspC*<-Cluster470_2clades	bacteria>other unclassified bacteria	2
Cluster303_2clades->PspC*->	bacteria>firmicutes	2
Cluster547_2clades-><-?<-PspC*	bacteria>other unclassified bacteria	2
Cluster594_2clades->PspC*->SIG+TM(s)->	bacteria>firmicutes	2
Cluster771_2clades->?->?->?->Cluster733_2clades->?-><-PspA<-PspC*	bacteria>firmicutes	2
Cluster85_4clades->PspC*->	bacteria>other unclassified bacteria	2
Cluster95_4clades->PspC*->SIG+TM(s)->?->?->pPIWI->Cluster37_3clades-><-?<-Ferredoxin-RRM	bacteria>firmicutes	2
Ferredoxin-RRM->?-><-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*<-Cluster95_4clades	bacteria>firmicutes	2
HTH->?->?-><-PspC*<-Cluster364_3clades	archaea>dpann group	2
HTH->?->?-><-PspC*<-HxxxH||?->?->RnaseIII->	bacteria>other unclassified bacteria	2
InPase->?->?-><-?<-?||?->PspC*->	bacteria>other unclassified bacteria	2
MODE-HTH+PBPII-><-?<-?<-?||?->PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->	bacteria>fcb group	2
MuB-ATPase-><-?<-?<-PspC*	archaea>euryarchaeota	2
PADR-HTH->DUF1700-alpha-helical+PspC(s)+LiaI-LiaF-TM+Toast-rack*->	bacteria>fcb group	2
PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->SIG+Toast-rack->SIG+Toast-rack-><-TM	bacteria>fcb group	2
PADR-HTH->PspC+TM(s)+Toast-rack*->?->ABC-ATPase->?-><-?||SGS->?->A18->	bacteria>other unclassified bacteria	2
PADR-HTH->Toast-rack->PspC*-><-PELOTA<-?<-SbcC(s)<-?<-Cluster753_2clades	bacteria>firmicutes	2
PspA->PspB->PspC*->?->?->?->Cluster39_2clades->	bacteria>proteobacteria>alphaproteobacteria	2
PspA->PspB->PspC*->Cluster131_2clades-><-STAT<-SIG+PhospholipaseD(s)	bacteria>proteobacteria>gammaproteobacteria	2
PspA->PspB->PspC*->CR-ATPase1->TM(s)+IIGP1->STAT->	bacteria>proteobacteria>gammaproteobacteria	2
PspA->PspB->PspC*->Phageshock_PspD->CR-ATPase1->TM(s)+IIGP1->NtrC-AAA+FIS-HTH->	bacteria>proteobacteria>gammaproteobacteria	2
PspA->PspB->PspC*->Phageshock_PspD->SIG+RHOD-CDC25->?->?->?->SIG+TM(s)->SIG+TM(s)->	NA	2
PspA->PspB->PspC*->Phageshock_PspD->SIG+RHOD-CDC25->CR-ATPase1->TM(s)+IIGP1->NtrC-AAA+FIS-HTH-><-?||Cluster65_2clades->	bacteria>proteobacteria>gammaproteobacteria	2
PspA->PspC*->?-><-ENOYCOADEHYD	bacteria>proteobacteria>gammaproteobacteria	2
PspC*->	archaea>dpann group	2
PspC*->	bacteria>acidobacteria	2
PspC*->	bacteria>proteobacteria>deltaproteobacteria	2
PspC*->	NA	2
PspC*->?->ABC-ATPase->SIG+TM(s)->	bacteria>other unclassified bacteria	2
PspC*->?->Cluster531_2clades->	bacteria>firmicutes	2
PspC*->?->SIG+TM->?->SIG+Tox-TGase->	bacteria>other unclassified bacteria	2
PspC*-><-?<-?<-?<-ABC-ATPase<-NUDIX	bacteria>firmicutes	2
PspC*-><-?||DEOR-HTH+WYL(s)-C->	bacteria>actinobacteria	2
PspC*-><-Cluster398_2clades	bacteria>actinobacteria	2
PspC*-><-tRNA<-?<-Ferredoxin-RRM	bacteria>actinobacteria	2
PspC*->Cluster320_2clades->	bacteria>proteobacteria>deltaproteobacteria	2
PspC*->Cluster364_3clades->	bacteria>firmicutes	2
PspC*->Cluster633_3clades->	bacteria>other unclassified bacteria	2
PspC*->ISOCOT->?->PELOTA->	bacteria>proteobacteria>gammaproteobacteria	2
PspC*->O6MGT-HTH->Cluster786_2clades->	bacteria>firmicutes	2
PspC*->PspC*->	bacteria>firmicutes	2
PspC*->SIG+TM(s)+FTSK(s)-HTH->	bacteria>firmicutes	2
PspC*->SMS-KaiC->	bacteria>other unclassified bacteria	2
PspC+LiaI-LiaF-TM*->	archaea>euryarchaeota	2
PspC+LiaI-LiaF-TM*->	bacteria>chloroflexi	2
PspC+LiaI-LiaF-TM*-><-TM(s)||?->?->SIGMA-HTH->?->35exo->	bacteria>firmicutes	2
PspC+TM(s)+Toast-rack*->?->?-><-?<-?<-?||PspC*-><-ABhydrolase	bacteria>actinobacteria	2
RADICAL-SAM+TRAM->FKBP-><-PspC*||?->SIG+TM(s)->?->SIG+TM(s)->PSYN->	bacteria>fcb group	2
RADICAL-SAM+TRAM->MuB-ATPase->ncRNA->?-><-?<-Cluster39_2clades<-?<-PspC*<-PspB<-PspA	bacteria>proteobacteria>alphaproteobacteria	2
REC+LuxR-HTH->SIG+HAMP+HISKIN->PspC*->SIG+TM(s)->?->?->Cluster215_2clades->RNA-Helicase+A18->SbcC(s)+ABC-ATPase+SbcC->	bacteria>firmicutes	2
SbcC(s)+ABC-ATPase+SbcC->?->?-><-?||PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*->	bacteria>fcb group	2
sf+TM(s)-><-?<-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	2
sGTP->PspC*-><-?||?->sGTP->	bacteria>other unclassified bacteria	2
SIG+PhospholipaseD(s)->STAT-><-Cluster131_2clades<-PspC*<-PspB<-PspA||NtrC-AAA+FIS-HTH->Cluster134_2clades->SIG+TM(s)->SIG+TM(s)->ABC-ATPase->	bacteria>proteobacteria>gammaproteobacteria	2
SIG+TM(s)->?->PspC*->	bacteria>fcb group	2
SIG+TM(s)-><-TM||PspC*-><-?<-tRNA<-MODE-HTH+PBPII	bacteria>actinobacteria	2
SIG+TM(s)->PADR-HTH->PspC+LiaI-LiaF-TM+Toast-rack*->	bacteria>other unclassified bacteria	2
SIG+TM(s)+ABC-ATPase->?-><-PspC+LiaI-LiaF-TM*||A18->	bacteria>other unclassified bacteria	2
TM->Cluster749_2clades-><-?<-?<-ABC-ATPase<-?<-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*	bacteria>thermotogae	2
TM(s)->SIG+TM(s)+CBS->PspC+TM(s)+LiaI-LiaF-TM*->	bacteria>actinobacteria	2
Toast-rack->PspC*->?->SIG+TM(s)->	bacteria>firmicutes	2
<-A18<-?<-?<-?<-?<-SGS<-?<-PSE<-PspC+TM(s)+Toast-rack*<-PADR-HTH<-?<-Cluster303_2clades	bacteria>other unclassified bacteria	1
<-A18<-?<-SGS<-?<-PSE<-ABC-ATPase<-PspC+TM(s)+Toast-rack*<-PADR-HTH	bacteria>other unclassified bacteria	1
<-A18||?->PspC+LiaI-LiaF-TM*->?->?-><-?<-?<-?||?->HhH-GPD->	bacteria>other unclassified bacteria	1
<-A18||PspC+LiaI-LiaF-TM*-><-?<-SIG+TM(s)+ABC-ATPase	bacteria>other unclassified bacteria	1
<-ABC-ATPase<-?<-PspC*	bacteria>other unclassified bacteria	1
<-ABC-ATPase<-?<-PspC+LiaI-LiaF-TM*	bacteria>other unclassified bacteria	1
<-ABC-ATPase<-?<-PspC+LiaI-LiaF-TM+Toast-rack*	bacteria>other unclassified bacteria	1
<-ABC-ATPase<-?<-PspC+TM*	bacteria>firmicutes	1
<-ABC-ATPase<-GNTR-HTH<-PspC*<-Cluster368_2clades	bacteria>proteobacteria>gammaproteobacteria	1
<-ABC-ATPase<-REC+LuxR-HTH<-?<-PspC*	bacteria>actinobacteria	1
<-ABC-ATPase<-SIG+TM(s)<-PspC+TM(s)+Toast-rack*<-SIG+Toast-rack<-?<-PspA||NtrC-AAA+FIS-HTH->	bacteria>proteobacteria>alphaproteobacteria	1
<-ABC-ATPase<-SIG+TM(s)||TM->PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->	bacteria>fcb group	1
<-ABC-ATPase||SIG+GDSL-><-SbcC(s)<-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC*->?->?->?->?->?->Cluster39_2clades->	bacteria>proteobacteria>alphaproteobacteria	1
<-ACT<-Cluster186_3clades<-SWIRM<-?<-?<-PspC*	bacteria>actinobacteria	1
<-CBS<-PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	1
<-Cluster1000_2clades<-?<-?||METHYLASE-><-?<-SIG+Toast-rack<-SIG+Toast-rack<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	1
<-Cluster1034_2clades<-ELM2||LRP-HTH-><-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC*->?->?->Cluster39_2clades->?-><-Cluster278_2clades	bacteria>proteobacteria>alphaproteobacteria	1
<-Cluster1042_2clades<-SIG+CW-binding-EndolysinC<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-SIG+Toast-rack<-PADR-HTH<-PspC*<-PspC*	bacteria>fcb group	1
<-Cluster1049_2clades<-?||?->PspC*->	bacteria>actinobacteria	1
<-Cluster1058_2clades<-?||?->?->PspC*-><-MACRODOMAIN	bacteria>deinococcus-thermus	1
<-Cluster1111_2clades<-?<-?<-?<-PspC*<-SIG+Toast-rack<-DUF1700-alpha-helical+TM(s)<-PADR-HTH<-PspC*	bacteria>firmicutes	1
<-Cluster1115_2clades<-PspC*	bacteria>other unclassified bacteria	1
<-Cluster1115_2clades||?-><-?<-?<-PRTase||Cluster166_3clades-><-PspC*	bacteria>proteobacteria>alphaproteobacteria	1
<-Cluster131_2clades<-SIG+TM(s)<-SIG+BLBD<-SIG+BLBD<-PspC*<-PspB	bacteria>proteobacteria>gammaproteobacteria	1
<-Cluster185_3clades<-PspC*<-BLBD<-Cluster212_2clades	bacteria>proteobacteria>betaproteobacteria	1
<-Cluster185_3clades<-PspC*<-BLBD<-Cluster212_2clades||?->?-><-?<-Cluster948_2clades<-SIR2	bacteria>proteobacteria>betaproteobacteria	1
<-Cluster193_3clades<-?||?->?->PADR-HTH->PspC+LiaI-LiaF-TM*-><-?<-SIG+TM(s)<-Cluster229_2clades<-PELOTA<-?<-?<-RnaseIII	bacteria>proteobacteria>alphaproteobacteria	1
<-Cluster193_3clades||SIG+TM(s)-><-PspC*	bacteria>other unclassified bacteria	1
<-Cluster215_2clades<-?||Cluster185_3clades->PspC*->	bacteria>actinobacteria	1
<-Cluster215_2clades<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*<-?<-?<-SbcC(s)+ABC-ATPase+SbcC	bacteria>firmicutes	1
<-Cluster290_3clades||SWIRM-><-?||?->?-><-?<-PspC+LiaI-LiaF-TM*	bacteria>other unclassified bacteria	1
<-Cluster293_2clades<-?<-Cluster81_2clades<-?<-SIG+TM(s)<-?<-PspC*	bacteria>fcb group	1
<-Cluster293_2clades<-Cluster81_2clades<-?<-SIG+TM(s)<-?<-PspC*<-?<-Cluster773_2clades	bacteria>fcb group	1
<-Cluster320_2clades<-?<-?<-?<-?<-PspC*<-UbE1<-?<-PSE<-?<-PSE<-HEPN	bacteria>other unclassified bacteria	1
<-Cluster357_4clades<-PspC*||?->Cluster37_3clades->	bacteria>pvc group	1
<-Cluster357_4clades||?-><-?||S2P+TM(s)-><-?||?->?->PspC*->?->?->sGTP->	bacteria>other unclassified bacteria	1
<-Cluster37_3clades<-?||PspC*->Cluster357_4clades->?-><-?||SIG+NarQ+PhospholipaseD->	bacteria>pvc group	1
<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*	bacteria>firmicutes	1
<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*<-Cluster95_4clades	bacteria>firmicutes	1
<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*<-Cluster95_4clades<-A18	bacteria>firmicutes	1
<-Cluster372_2clades||?->?-><-?<-PspC+LiaI-LiaF-TM*<-SIG+TM(s)<-?<-SIG+TM(s)<-ABC-ATPase<-ABC-ATPase<-SIG+TM(s)	archaea>euryarchaeota	1
<-Cluster374_3clades<-?<-?<-?<-?<-?<-?||PspC*->	bacteria>proteobacteria>alphaproteobacteria	1
<-Cluster39_2clades<-?<-?<-?<-?<-?<-?<-PspC*<-PspB<-PspA	bacteria>proteobacteria>alphaproteobacteria	1
<-Cluster39_2clades<-?<-?<-?<-?<-?<-?<-PspC*<-PspB<-PspA<-?||NtrC-AAA+FIS-HTH->	bacteria>proteobacteria>alphaproteobacteria	1
<-Cluster39_2clades<-?<-?<-?<-?<-?<-PspC*<-PspB<-PspA<-?||NtrC-AAA+FIS-HTH->	bacteria>proteobacteria>alphaproteobacteria	1
<-Cluster398_2clades<-?||?->?->?->?-><-SIG+TM<-PspC*	bacteria>other unclassified bacteria	1
<-Cluster469_2clades<-?<-PspC*	archaea>euryarchaeota	1
<-Cluster547_2clades<-?||?-><-PspC*	bacteria>firmicutes	1
<-Cluster547_2clades||?-><-PspC*	bacteria>firmicutes	1
<-Cluster552_2clades||SIG+TM(s)-><-?<-RnaseT2<-Cluster287_4clades<-PspC+LiaI-LiaF-TM*<-?<-FKBP	bacteria>other unclassified bacteria	1
<-Cluster559_2clades<-?<-?<-?<-?||SIG+TM(s)-><-?<-PspC+LiaI-LiaF-TM*<-SIG+TM(s)+ABC-ATPase	bacteria>firmicutes	1
<-Cluster633_3clades<-PspC*	bacteria>thermobaculum	1
<-Cluster702_3clades||?-><-?<-?||Cluster1289_2clades-><-PspC*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	1
<-Cluster73_4clades<-PspC*<-?<-DHH	bacteria>other unclassified bacteria	1
<-Cluster752_3clades<-?<-PspC+TM(s)+Toast-rack*<-PspC*||PspC+TM(s)+HISKIN->REC+LuxR-HTH->?-><-SIG+TM(s)	bacteria>actinobacteria	1
<-Cluster784_2clades<-PurD-ATPgrasp||?->PhoD-><-RNA-Helicase<-?<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||?->PspC+TM(s)+Toast-rack*->?-><-?<-RnasePH(s)+KH+S1<-TET-JBP	bacteria>actinobacteria	1
<-Cluster786_2clades||?->PspC*->	bacteria>spirochaetes	1
<-Cluster85_4clades<-?||?->PspC*->SIG+TM(s)+FTSK(s)-HTH->	bacteria>firmicutes	1
<-Cluster85_4clades<-Cluster85_4clades<-?<-PspC*	bacteria>fcb group	1
<-Cluster857_2clades<-PspC*	bacteria>other unclassified bacteria	1
<-Cluster862_3clades||?-><-?<-Cluster87_3clades<-?||?->PspC*->	bacteria>deinococcus-thermus	1
<-Cluster887_2clades<-PspC*	bacteria>firmicutes	1
<-Cluster95_4clades<-?<-?<-PspC*	bacteria>fcb group	1
<-ComEA-HHH+S1<-?<-?<-PspC*<-?<-?<-?<-sf+TM(s)	bacteria>proteobacteria>gammaproteobacteria	1
<-ComEA-HHH+S1<-?||?-><-?<-PspC*	bacteria>proteobacteria>gammaproteobacteria	1
<-ComEA-HHH+S1<-?||?-><-?<-PspC*<-?<-?<-sf+TM(s)||TM->	bacteria>proteobacteria>gammaproteobacteria	1
<-CR-ATPase1<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	1
<-DAGKIN<-?<-?<-?<-SIGMA-HTH<-SIG+Toast-rack<-PspC*<-PspC*	bacteria>firmicutes	1
<-DAGKIN||?->?->?->Cluster551_3clades->?->?->PspC*->?->SMS-KaiC->	bacteria>actinobacteria	1
<-DUF1700-alpha-helical+PspC(s)+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH||?-><-?||?-><-?<-Cluster977_2clades	bacteria>fcb group	1
<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*<-PADR-HTH||SIG+TM(s)->REase->	bacteria>fcb group	1
<-HAM||?->?-><-?<-PSE||PspC*->	bacteria>nitrospirae	1
<-HEPN<-?<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*->?-><-?||?->?->SIG+TM(s)+ABC-ATPase-><-Cluster812_2clades	bacteria>actinobacteria	1
<-HEPN<-PspC*	bacteria>actinobacteria	1
<-HhH-RADC+JAB||?->HMA+TM(s)->?->?-><-QTG||?->PspC*->	bacteria>other unclassified bacteria	1
<-HMA+TM(s)<-?<-?||?->?-><-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*->?-><-ABhydrolase	NA	1
<-HMA+TM(s)<-?||PspC*->LiaI-LiaF-TM+Toast-rack->LiaI-LiaF-TM+Toast-rack->	bacteria>other unclassified bacteria	1
<-HMA||PspC*->	archaea>euryarchaeota	1
<-HxxxH||Cluster534_2clades-><-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)*->	bacteria>actinobacteria	1
<-LACI-HTH+PBPI<-SIG+TM(s)*<-RNA-Helicase<-O6MGT-HTH||?-><-?<-?||SIG+TM(s)+CBS->	bacteria>proteobacteria>gammaproteobacteria	1
<-LACI-HTH+PBPI||?->?->PspC*->SIG+TM(s)-><-?||?-><-?<-TM(s)	bacteria>firmicutes	1
<-LiaI-LiaF-TM+Toast-rack<-?<-PspC*	bacteria>fcb group	1
<-LiaI-LiaF-TM+Toast-rack<-PspC*||?->HMA+TM(s)->?->?->?-><-Cluster166_3clades	bacteria>other unclassified bacteria	1
<-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*<-?<-Cluster813_2clades<-?<-HAM	bacteria>other unclassified bacteria	1
<-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*<-METHYLASE	bacteria>fcb group	1
<-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*<-METHYLASE<-HDRnase	bacteria>fcb group	1
<-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*<-PspC*<-METHYLASE	bacteria>fcb group	1
<-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*<-TM	bacteria>fcb group	1
<-Mbetalac<-SIG+TM+Toast-rack<-PspC+LiaI-LiaF-TM*	bacteria>other unclassified bacteria	1
<-METHYLASE<-?<-?<-EMAP<-PSE<-?||PspC*->	bacteria>firmicutes	1
<-MODE-HTH+PBPII||SIG+TM(s)->?->?-><-SIG+TM(s)<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN<-PspC+TM(s)+Toast-rack*<-Cluster187_2clades	bacteria>actinobacteria	1
<-MODE-HTH+PBPII||SIG+TM(s)->?-><-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*->?-><-ABhydrolase	bacteria>actinobacteria	1
<-MODE-HTH+PBPII||SIG+TM(s)-><-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->?-><-ABhydrolase||HEPN->	bacteria>actinobacteria	1
<-MODE-HTH+PBPII||SIG+TM(s)-><-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*->?-><-ABhydrolase	bacteria>actinobacteria	1
<-NtrC-AAA+FIS-HTH<-?<-ELM2<-TM(s)+IIGP1<-CR-ATPase1<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	1
<-NtrC-AAA+FIS-HTH<-?||PspA->PspB->PspC*->	bacteria>proteobacteria>gammaproteobacteria	1
<-NtrC-AAA+FIS-HTH<-TM(s)+IIGP1<-CR-ATPase1<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	1
<-NtrC-AAA+FIS-HTH<-TM(s)+IIGP1<-CR-ATPase1<-SIG+RHOD-CDC25<-Phageshock_PspD<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	1
<-NtrC-AAA+FIS-HTH||?-><-TM(s)+IIGP1<-CR-ATPase1<-Phageshock_PspD<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	1
<-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC*->	bacteria>proteobacteria>alphaproteobacteria	1
<-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC*->?->?->?->?->?->?->Cluster39_2clades->	bacteria>proteobacteria>alphaproteobacteria	1
<-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC*->PspC*->?->?->?->?->?->Cluster39_2clades->	bacteria>proteobacteria>alphaproteobacteria	1
<-NtrC-AAA+FIS-HTH||PspA->?->SIG+Toast-rack->SIG+Toast-rack*->SIG+TM(s)->ABC-ATPase->?->SIG+SMS-KaiC->	bacteria>proteobacteria>alphaproteobacteria	1
<-NtrC-AAA+FIS-HTH||PspA->PspB->PspC*->	bacteria>proteobacteria>deltaproteobacteria	1
<-NUDIX<-SIG+Toast-rack||?->?-><-?<-?<-PspC(s)*<-PSYN	bacteria>pvc group	1
<-Phageshock_PspD<-PspC*<-PspB<-PspA	NA	1
<-Phageshock_PspD<-PspC*<-PspB<-PspA||NtrC-AAA+FIS-HTH->Cluster134_2clades->SIG+TM(s)->SIG+TM(s)->ABC-ATPase->	bacteria>proteobacteria>gammaproteobacteria	1
<-PhoD||?->PspC*->Cluster364_3clades->	bacteria>firmicutes	1
<-PhoD||PspC*->	bacteria>actinobacteria	1
<-PspA<-PspC*<-PspC*<-PspA	bacteria>firmicutes	1
<-PspB+PspC*	bacteria>proteobacteria>gammaproteobacteria	1
<-PspC*	bacteria>proteobacteria>betaproteobacteria	1
<-PspC*	bacteria>pvc group	1
<-PspC*<-?<-?<-?<-HTH	bacteria>other unclassified bacteria	1
<-PspC*<-?<-?<-?<-SIG+HAMP+HISKIN<-REC+LuxR-HTH	bacteria>actinobacteria	1
<-PspC*<-?<-?<-SIG+TM(s)+ABC-ATPase<-SIG+TM(s)+ABC-ATPase	bacteria>spirochaetes	1
<-PspC*<-?<-?||SIGMA-HTH->	bacteria>actinobacteria	1
<-PspC*<-?<-Cluster304_2clades	bacteria>fusobacteria	1
<-PspC*<-?<-Cluster87_3clades	bacteria>firmicutes	1
<-PspC*<-?<-ComEA-HHH+S1||?->?->SIG+TM(s)->	bacteria>firmicutes	1
<-PspC*<-?<-ComEA-HHH+S1||?->SIG+TM(s)->?->?->Cluster73_4clades->	bacteria>firmicutes	1
<-PspC*<-?<-ComEA-HHH+S1||?->SIG+TM(s)->?-><-Cluster337_2clades	bacteria>firmicutes	1
<-PspC*<-?<-HEPN<-HEPN	bacteria>other unclassified bacteria	1
<-PspC*<-?<-PspA||NtrC-AAA+FIS-HTH->	bacteria>proteobacteria>gammaproteobacteria	1
<-PspC*<-?<-PspA||NtrC-AAA+FIS-HTH-><-PspC*<-PspA<-SIG+Toast-rack<-PspC*<-?<-PspA<-PspC*<-PspA	bacteria>spirochaetes	1
<-PspC*<-?<-PspB<-PspB<-?<-PspA	bacteria>pvc group	1
<-PspC*<-?<-PspC*	bacteria>fcb group	1
<-PspC*<-?<-RnaseT2	bacteria>other unclassified bacteria	1
<-PspC*<-?<-SIG+TM(s)+ABC-ATPase<-SIG+TM(s)+ABC-ATPase	bacteria>spirochaetes	1
<-PspC*<-?<-SIG+TM(s)<-Cluster229_2clades	bacteria>pvc group	1
<-PspC*<-?<-SIG+Toast-rack||PspC*->	bacteria>actinobacteria	1
<-PspC*<-?||?-><-?<-?<-sf+TM(s)	bacteria>proteobacteria>gammaproteobacteria	1
<-PspC*<-?||?-><-?<-PHP+ICAD+ComEA-HHH+N-OB<-?<-PSYN<-SIG+TM(s)	bacteria>actinobacteria	1
<-PspC*<-?||N-OB->?->?->Cluster446_3clades->	bacteria>other unclassified bacteria	1
<-PspC*<-ArgR-HTH	bacteria>fcb group	1
<-PspC*<-BLBD<-Cluster212_2clades	bacteria>proteobacteria>betaproteobacteria	1
