GenContext.norep	Lineage.final	count
<-PspA<-PspC*<-PspA	bacteria>firmicutes	15
PspC*->	bacteria>proteobacteria>alphaproteobacteria	15
<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	14
<-PspC*	archaea>euryarchaeota	13
<-TM||sf+TM(s)->?->?->PspC*->	bacteria>proteobacteria>gammaproteobacteria	13
HxxxH->PspC*->	bacteria>other unclassified bacteria	13
PspA->PspC*->	bacteria>proteobacteria>gammaproteobacteria	13
PspC*-><-CHTH+DSBH||?->SIG+TM(s)-><-?<-?<-ABC-ATPase	bacteria>firmicutes	13
<-PspC*	bacteria>proteobacteria>alphaproteobacteria	12
<-SIG+TM(s)<-PspC*<-PspC+Toast-rack*<-Toast-rack	bacteria>firmicutes	12
<-SIG+TM(s)<-PspC*<-Toast-rack	bacteria>firmicutes	12
<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*<-PADR-HTH	bacteria>fcb group	11
<-PspC*<-?<-?<-SIG+HAMP+HISKIN<-REC+LuxR-HTH	bacteria>actinobacteria	11
<-PspC+TM(s)*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	11
PspC+LiaI-LiaF-TM*->	bacteria>other unclassified bacteria	11
<-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*	bacteria>other unclassified bacteria	10
<-SIG+LTD+IG+Calcineurin<-SIG+TM(s)<-PspC*<-Toast-rack	bacteria>firmicutes	10
ABhydrolase->?-><-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	10
PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->SIG+Toast-rack->	bacteria>fcb group	10
PspC*->	archaea>euryarchaeota	10
PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->	bacteria>other unclassified bacteria	10
<-Cluster39_2clades<-?<-?<-?<-?<-?<-PspC*<-PspB<-PspA	bacteria>proteobacteria>alphaproteobacteria	9
<-PspA<-PspC*	bacteria>firmicutes	9
<-PspC(s)+LiaI-LiaF-TM+Toast-rack(s)*<-PADR-HTH	bacteria>fcb group	9
<-PspC+TM(s)+Toast-rack*	bacteria>actinobacteria	9
<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*->?-><-ABhydrolase	bacteria>actinobacteria	9
PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*->	bacteria>other unclassified bacteria	9
PspC*->	bacteria>chloroflexi	9
Toast-rack->PspC*->SIG+TM(s)->	bacteria>firmicutes	9
<-PspC*<-PspB<-PspA	bacteria>proteobacteria>alphaproteobacteria	8
<-PspC*<-SIG+TM(s)	archaea>euryarchaeota	8
<-SIG+RHOD-CDC25<-Phageshock_PspD<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	8
<-SIG+TM(s)<-PspC*	bacteria>firmicutes	8
<-TM(s)+IIGP1<-CR-ATPase1<-Phageshock_PspD<-PspC*<-PspB	bacteria>proteobacteria>gammaproteobacteria	8
ENOYCOADEHYD-><-PspC*	bacteria>proteobacteria>gammaproteobacteria	8
PspA->PspB->PspC*->	bacteria>proteobacteria>alphaproteobacteria	8
PspC+LiaI-LiaF-TM*->	bacteria>firmicutes	8
<-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*||Cluster73_4clades->?->SIG+TM(s)->ABC-ATPase->ABC-ATPase->Cluster134_2clades->SIG+TM(s)->	bacteria>thermotogae	7
<-PspC*<-NUDIX	bacteria>other unclassified bacteria	7
<-SIG+TM(s)+FTSK(s)-HTH<-PspC*	bacteria>firmicutes	7
<-STAT<-TM(s)+IIGP1<-CR-ATPase1<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	7
GNTR-HTH+UTRA-><-SIG+LTD+IG+Calcineurin<-SIG+TM(s)<-PspC*<-Toast-rack	bacteria>firmicutes	7
PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*->	bacteria>fcb group	7
PspA->PspB->PspC*->Phageshock_PspD->SIG+RHOD-CDC25->	bacteria>proteobacteria>gammaproteobacteria	7
PspC*-><-ENOYCOADEHYD	bacteria>proteobacteria>gammaproteobacteria	7
SIG+TM(s)-><-SIG+LTD+IG+Calcineurin<-SIG+TM(s)<-PspC*<-Toast-rack	bacteria>firmicutes	7
<-Cluster65_2clades||?-><-NtrC-AAA+FIS-HTH<-TM(s)+IIGP1<-CR-ATPase1<-Phageshock_PspD<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	6
<-PspC*<-?<-?<-sf+TM(s)||TM->	bacteria>proteobacteria>gammaproteobacteria	6
<-PspC+LiaI-LiaF-TM*	bacteria>other unclassified bacteria	6
PspA->PspB->PspC*->Phageshock_PspD->SIG+RHOD-CDC25->CR-ATPase1->TM(s)+IIGP1->	bacteria>proteobacteria>gammaproteobacteria	6
PspB->PspC*->Phageshock_PspD->CR-ATPase1->TM(s)+IIGP1->	bacteria>proteobacteria>gammaproteobacteria	6
PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->	bacteria>firmicutes	6
SIG+TM(s)->ABC-ATPase->ABC-ATPase->SIG+TM(s)->?->SIG+TM(s)->PspC*->	archaea>euryarchaeota	6
<-Cluster322_2clades<-Cluster304_2clades<-?<-PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>other unclassified bacteria	5
<-EMAP<-SIG+TM(s)<-7TMR-HDED<-PspC*	bacteria>other unclassified bacteria	5
<-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*	bacteria>firmicutes	5
<-PspC*	bacteria>proteobacteria>deltaproteobacteria	5
<-PspC+LiaI-LiaF-TM*	bacteria>firmicutes	5
<-PspC+TM(s)+HISKIN*||PspC+TM(s)*->	bacteria>actinobacteria	5
<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*	bacteria>actinobacteria	5
<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)*->	bacteria>actinobacteria	5
<-SIG+TM(s)<-?<-PspC*<-Toast-rack	bacteria>firmicutes	5
<-SIG+TM(s)<-PspC*<-Toast-rack<-?<-SbcC(s)+ABC-ATPase+SbcC<-RNA-Helicase+A18	bacteria>firmicutes	5
<-SIG+TM(s)<-SIG+TM(s)<-PspC*	bacteria>other unclassified bacteria	5
<-SIG+TM||?->?-><-PspC*<-?<-RnaseT2	bacteria>other unclassified bacteria	5
<-TM(s)+IIGP1<-CR-ATPase1<-SIG+RHOD-CDC25<-Phageshock_PspD<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	5
ABC-ATPase->?->?-><-SIG+TM(s)<-?||CHTH+DSBH-><-PspC*	bacteria>firmicutes	5
Cluster110_2clades->PspC*->?->Cluster110_2clades-><-?||sGTP->	bacteria>actinobacteria	5
PADR-HTH->DUF1700-alpha-helical+TM(s)->SIG+Toast-rack->PspC*->	bacteria>firmicutes	5
PADR-HTH->PspC+LiaI-LiaF-TM+Toast-rack*->	bacteria>fcb group	5
PADR-HTH->Toast-rack->PspC*-><-?||?-><-SIG+TM(s)<-ABC-ATPase	bacteria>firmicutes	5
PspA->PspB->PspC*->?->CR-ATPase1->TM(s)+IIGP1->	bacteria>proteobacteria>gammaproteobacteria	5
PspA->PspB->PspC*->Phageshock_PspD->CR-ATPase1->TM(s)+IIGP1->NtrC-AAA+FIS-HTH-><-?||Cluster65_2clades->	bacteria>proteobacteria>gammaproteobacteria	5
PspA->PspC*->PspA->	bacteria>firmicutes	5
PspC*-><-Cluster85_4clades	bacteria>other unclassified bacteria	5
PspC*->SIG+TM(s)->	bacteria>firmicutes	5
PspC+LiaI-LiaF-TM(s)*->	bacteria>fcb group	5
PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	5
REC+LuxR-HTH->SIG+HAMP+HISKIN->?->?->PspC*-><-?<-?||?-><-MODE-HTH+PBPII	bacteria>actinobacteria	5
SIG+PspC*->	bacteria>other unclassified bacteria	5
SIG+TM(s)-><-SIG+TM(s)<-PspC*<-Toast-rack	bacteria>firmicutes	5
Toast-rack->PspC*->SIG+TM(s)->SIG+LTD+IG+Calcineurin-><-GNTR-HTH+UTRA	bacteria>firmicutes	5
<-Cluster131_2clades<-SIG+TM(s)<-SIG+Toast-rack<-DUF1700-alpha-helical+TM(s)<-PADR-HTH||PspC*->	bacteria>firmicutes	4
<-Cluster187_2clades||tRNA->PspC*->	bacteria>firmicutes	4
<-Cluster65_2clades||?-><-NtrC-AAA+FIS-HTH<-TM(s)+IIGP1<-CR-ATPase1<-SIG+RHOD-CDC25<-Phageshock_PspD<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	4
<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*<-PADR-HTH	bacteria>other unclassified bacteria	4
<-DUF1700-alpha-helical+PspC+TM(s)+Toast-rack*<-PADR-HTH	bacteria>fcb group	4
<-HEPN<-Cluster327_2clades||?-><-?||ABhydrolase-><-?<-PspC+TM(s)+Toast-rack*<-?<-?||PspC+TM(s)+HISKIN*->REC+LuxR-HTH-><-SIG+TM(s)||MODE-HTH+PBPII->	bacteria>actinobacteria	4
<-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*<-?<-ABC-ATPase	bacteria>other unclassified bacteria	4
<-MODE-HTH+PBPII<-?<-PspC*	bacteria>firmicutes	4
<-PspC*	NA	4
<-PspC*<-?<-?<-?<-sf+TM(s)	bacteria>proteobacteria>gammaproteobacteria	4
<-PspC*<-?<-Toast-rack<-PADR-HTH	bacteria>firmicutes	4
<-PspC*<-Cluster303_2clades	bacteria>firmicutes	4
<-PspC*<-HxxxH	bacteria>other unclassified bacteria	4
<-PspC*<-PspB<-PspA	bacteria>proteobacteria>deltaproteobacteria	4
<-PspC*<-PspC*<-Toast-rack	bacteria>firmicutes	4
<-PspC*<-SIG+Toast-rack<-DUF1700-alpha-helical+TM(s)<-PADR-HTH	bacteria>firmicutes	4
<-PspC*<-tRNA||Cluster187_2clades->	bacteria>firmicutes	4
<-PspC*||PhoD->	bacteria>actinobacteria	4
<-PspC*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	4
<-PspC+LiaI-LiaF-TM*	archaea>euryarchaeota	4
<-PspC+TM(s)*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH-><-MACRODOMAIN	bacteria>actinobacteria	4
<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*->?->PspC*-><-ABhydrolase	bacteria>actinobacteria	4
<-REC+LuxR-HTH<-SIG+TM+MORC<-SIG+TM+Toast-rack<-PspA<-PspC*<-PspA	bacteria>firmicutes	4
<-REC+LuxR-HTH<-SIG+TM+MORC<-SIG+TM+Toast-rack<-PspA<-PspC*<-PspA<-?<-SIG+TM(s)	bacteria>firmicutes	4
<-SIG+TM(s)<-?||?-><-SIG+TM(s)||?-><-PspC*	bacteria>actinobacteria	4
ABC-ATPase->ABC-ATPase->?->PspC*->SIG+TM(s)->?->?->pPIWI->Cluster37_3clades->	bacteria>firmicutes	4
ABhydrolase-><-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	4
ABhydrolase-><-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->SIG+TM(s)->	bacteria>actinobacteria	4
Cluster221_3clades->?->PspC*->	bacteria>actinobacteria	4
Cluster368_2clades->PspC*->GNTR-HTH->ABC-ATPase->	bacteria>proteobacteria>gammaproteobacteria	4
Cluster374_3clades->DHH->PSYN->Cluster337_2clades->?->PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->	bacteria>firmicutes	4
CS-><-PspC*	bacteria>other unclassified bacteria	4
DEAM->?->?-><-PspC*	bacteria>other unclassified bacteria	4
DEAM-><-?||?->?->PspC*->	archaea>euryarchaeota	4
MODE-HTH+PBPII-><-?||?->?-><-PspC*<-?<-?<-SIG+HAMP+HISKIN<-REC+LuxR-HTH	bacteria>actinobacteria	4
MuB-ATPase-><-?<-SIG+TM(s)<-?||?->ComEA-HHH+S1->?->PspC*->	bacteria>firmicutes	4
PADR-HTH->PspC+LiaI-LiaF-TM+Toast-rack*->	bacteria>other unclassified bacteria	4
PspA->PspB->PspC*->	NA	4
PspA->PspB->PspC*->Phageshock_PspD->CR-ATPase1->TM(s)+IIGP1->	NA	4
PspC*-><-SIG+CW-binding-EndolysinC<-REC+LuxR-HTH	bacteria>actinobacteria	4
PspC+TM(s)+HISKIN*->REC+LuxR-HTH-><-MACRODOMAIN	bacteria>actinobacteria	4
PspC+TM(s)+Toast-rack*->	bacteria>actinobacteria	4
RNA-Helicase->PspC*->	archaea>euryarchaeota	4
sGTP-><-PspC*	bacteria>firmicutes	4
SIGMA-HTH->?->?->PspC*->PspC+LiaI-LiaF-TM*->7TMR-HDED->7TMR-HDED->	bacteria>other unclassified bacteria	4
<-Cluster186_3clades<-PspC*	bacteria>acidobacteria	3
<-Cluster39_2clades<-?<-PspC*<-PspB<-PspA	bacteria>proteobacteria>alphaproteobacteria	3
<-Cluster65_2clades<-SIG+Toast-rack<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	3
<-Cluster66_1clades*	bacteria>proteobacteria>gammaproteobacteria	3
<-Cluster73_4clades<-SIG+TM(s)<-?<-SIG+TM(s)<-?||ComEA-HHH+S1->?->PspC*->	bacteria>firmicutes	3
<-Cluster81_2clades<-?<-SIG+TM(s)<-?<-PspC*<-?<-SIG+RHOD-CDC25	bacteria>fcb group	3
<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*<-PADR-HTH||?->SIG+TM(s)->	bacteria>other unclassified bacteria	3
<-NtrC-AAA+FIS-HTH<-?<-ELM2<-STAT<-TM(s)+IIGP1<-CR-ATPase1<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	3
<-PspC*	bacteria>chloroflexi	3
<-PspC*<-?<-ComEA-HHH+S1||?->SIG+TM(s)->?->SIG+TM(s)->Cluster73_4clades->	bacteria>firmicutes	3
<-PspC*<-Cluster85_4clades<-?<-Cluster87_3clades<-?<-?<-RNA-Helicase	bacteria>other unclassified bacteria	3
<-PspC*<-PspB	bacteria>proteobacteria>gammaproteobacteria	3
<-PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	3
<-PspC+TM(s)+Toast-rack*<-PADR-HTH	bacteria>fcb group	3
<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->	bacteria>actinobacteria	3
<-PSYN<-SIG+TM(s)<-?<-SIG+TM(s)<-?||PspC*-><-FKBP<-RADICAL-SAM+TRAM	bacteria>fcb group	3
<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*<-?||PspC+TM(s)+Toast-rack*->	bacteria>actinobacteria	3
<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*->?-><-?<-ABhydrolase	bacteria>actinobacteria	3
<-REC+LuxR-HTH<-SIG+TM+MORC<-SIG+TM+Toast-rack<-PspA<-PspC*<-PspA<-?<-SIG+TM(s)<-TetR-HTH	bacteria>firmicutes	3
<-SIG+HAMP+HISKIN<-REC+LuxR-HTH||?-><-PspC*<-?<-?<-REC+LuxR-HTH||?-><-?<-?<-Cluster87_3clades	bacteria>other unclassified bacteria	3
<-SIG+TM(s)+FTSK(s)-HTH<-?<-?<-?<-?<-PspC*	bacteria>other unclassified bacteria	3
<-SIG+TM(s)<-Cluster134_2clades<-ABC-ATPase<-ABC-ATPase<-SIG+TM(s)<-?<-Cluster73_4clades||PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->	bacteria>thermotogae	3
<-SIG+TM(s)<-PspC*<-Toast-rack<-SbcC(s)+ABC-ATPase+SbcC<-RNA-Helicase+A18	bacteria>firmicutes	3
<-SIG+Toast-rack<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	3
<-TM(s)+IIGP1<-CR-ATPase1<-Phageshock_PspD<-PspC*<-PspB<-PspA	NA	3
<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*<-?<-ABC-ATPase<-ABC-ATPase	bacteria>firmicutes	3
<-TM<-Cluster87_3clades<-?<-?<-?<-SIG+TM(s)<-PspC*	bacteria>firmicutes	3
<-TM||sf+TM(s)->?->?->PspC*->	NA	3
A18->Cluster95_4clades->PspC*->SIG+TM(s)->?->?->pPIWI->Cluster37_3clades->	bacteria>firmicutes	3
ABC-ATPase->ABC-ATPase->?->PspC*->SIG+TM(s)->?->?->pPIWI->Cluster37_3clades->TM->	bacteria>firmicutes	3
ABhydrolase-><-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->	bacteria>actinobacteria	3
ABhydrolase-><-PspC*	bacteria>actinobacteria	3
Cluster236_2clades->Cluster234_2clades->?->?-><-?||Cluster469_2clades->PspC*->	bacteria>other unclassified bacteria	3
Cluster81_2clades->?-><-PspC*	bacteria>actinobacteria	3
Cluster87_3clades->PspC*-><-?<-?||sGTP->	bacteria>other unclassified bacteria	3
ENOYCOADEHYD-><-?<-PspC*	bacteria>proteobacteria>gammaproteobacteria	3
LRP-HTH->?->PspC+LiaI-LiaF-TM*->SIG+TM(s)+Toast-rack->?-><-?<-?||RADICAL-SAM->	archaea>euryarchaeota	3
PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->?->SIG+Toast-rack->	bacteria>fcb group	3
PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->SIG+Toast-rack->Cluster65_2clades->?->?-><-TM	bacteria>fcb group	3
PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->SIG+Toast-rack->SIG+Toast-rack->	bacteria>fcb group	3
PADR-HTH->PspC(s)+LiaI-LiaF-TM+Toast-rack(s)*->	bacteria>fcb group	3
PADR-HTH->PspC(s)+LiaI-LiaF-TM+Toast-rack*->	bacteria>fcb group	3
PspA->PspB->PspC*->	bacteria>proteobacteria>deltaproteobacteria	3
PspA->PspB->PspC*->?->?->?->?->?->Cluster39_2clades->	bacteria>proteobacteria>alphaproteobacteria	3
PspA->PspB->PspC*->?->?->?->?->Cluster39_2clades->	bacteria>proteobacteria>alphaproteobacteria	3
PspC*->?-><-ENOYCOADEHYD	bacteria>proteobacteria>gammaproteobacteria	3
PspC*-><-TM<-NUDIX<-?<-?<-Cluster229_2clades	bacteria>proteobacteria>alphaproteobacteria	3
PspC*->PSE->?->?->SIG+GDSL->?-><-?||SIGMA-HTH->	bacteria>other unclassified bacteria	3
PspC*->SIG+TM(s)->?->?->pPIWI->Cluster37_3clades->	bacteria>firmicutes	3
PspC*->SIG+TM(s)->?->?->pPIWI->Cluster37_3clades->TM->	bacteria>firmicutes	3
PspC*->SIG+TM(s)->?->?->pPIWI->TM->	bacteria>firmicutes	3
PspC+LiaI-LiaF-TM*->?->CHC2+Toprim-DNAG->	bacteria>other unclassified bacteria	3
PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->	bacteria>fcb group	3
PspC+TM*->	bacteria>firmicutes	3
REC+LuxR-HTH->SIG+HAMP+HISKIN->?->?->PspC*->	bacteria>actinobacteria	3
SIG+TM(s)*->	bacteria>firmicutes	3
SIG+TM*->	bacteria>proteobacteria>gammaproteobacteria	3
SIG+TM+PspC*->	bacteria>cyanobacteria	3
TM->PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->	bacteria>fcb group	3
TM(s)->PspC*-><-?<-?<-HxxxH	bacteria>firmicutes	3
<-35exo<-?<-SIGMA-HTH<-?<-?||TM(s)-><-PspC+LiaI-LiaF-TM*	bacteria>firmicutes	2
<-7TMR-HDED<-7TMR-HDED<-PspC+LiaI-LiaF-TM*<-PspC*<-?<-?<-SIGMA-HTH	bacteria>other unclassified bacteria	2
<-A18<-?<-SGS<-?<-ABC-ATPase<-PspC+TM(s)+Toast-rack*<-PADR-HTH	bacteria>other unclassified bacteria	2
<-A18||PspC+LiaI-LiaF-TM*->	bacteria>other unclassified bacteria	2
<-Cluster193_3clades<-Cluster193_3clades||SIG+TM(s)-><-PspC*	bacteria>other unclassified bacteria	2
<-Cluster293_2clades<-?<-Cluster81_2clades<-?<-SIG+TM(s)<-?<-PspC*<-?<-SIG+RHOD-CDC25	bacteria>fcb group	2
<-Cluster320_2clades<-PspC*	bacteria>proteobacteria>deltaproteobacteria	2
<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*<-?<-ABC-ATPase<-ABC-ATPase	bacteria>firmicutes	2
<-Cluster372_2clades||PspC*->	bacteria>other unclassified bacteria	2
<-Cluster81_2clades<-?<-SIG+TM(s)<-?<-PspC*	bacteria>fcb group	2
<-DUF1700-alpha-helical+PspC(s)+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	2
<-HMA+TM(s)<-?<-SIG+TM(s)+FTSK(s)-HTH<-PspC*	bacteria>firmicutes	2
<-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*	bacteria>fcb group	2
<-MODE-HTH+PBPII||SIG+TM(s)->?-><-?<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*->	bacteria>actinobacteria	2
<-MODE-HTH+PBPII||SIG+TM(s)-><-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*	bacteria>actinobacteria	2
<-NtrC-AAA+FIS-HTH<-TM(s)+IIGP1<-CR-ATPase1<-Phageshock_PspD<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	2
<-NtrC-AAA+FIS-HTH<-TM(s)+IIGP1<-CR-ATPase1<-Phageshock_PspD<-PspC*<-PspB<-PspA||NtrC-AAA+FIS-HTH->	bacteria>proteobacteria>gammaproteobacteria	2
<-NtrC-AAA+FIS-HTH||PspA->?->SIG+Toast-rack->SIG+Toast-rack*->SIG+TM(s)->ABC-ATPase->	bacteria>proteobacteria>alphaproteobacteria	2
<-PspC*	archaea>dpann group	2
<-PspC*	bacteria>fusobacteria	2
<-PspC*<-?<-?<-?<-sf+TM(s)||TM->	bacteria>proteobacteria>gammaproteobacteria	2
<-PspC*<-?<-?<-Cluster144_2clades<-SIGMA-HTH<-CHC2+Toprim-DNAG	bacteria>firmicutes	2
<-PspC*<-?<-?<-Cluster144_2clades<-SIGMA-HTH<-CHC2+Toprim-DNAG<-ABC-ATPase	bacteria>firmicutes	2
<-PspC*<-?<-?<-sf+TM(s)<-NUDIX	bacteria>proteobacteria>gammaproteobacteria	2
<-PspC*<-?<-?<-sf+TM(s)||TM->	NA	2
<-PspC*<-?<-?||?-><-DEAM	archaea>euryarchaeota	2
<-PspC*<-?<-ComEA-HHH+S1||?->SIG+TM(s)->	bacteria>firmicutes	2
<-PspC*<-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH-><-Cluster115_3clades	bacteria>actinobacteria	2
<-PspC*<-?||?-><-Cluster531_2clades||Cluster688_2clades->	bacteria>proteobacteria>deltaproteobacteria	2
<-PspC*<-?||QTG-><-?<-?<-HMA+TM(s)<-?||HhH-RADC+JAB->	bacteria>other unclassified bacteria	2
<-PspC*<-Cluster85_4clades	bacteria>other unclassified bacteria	2
<-PspC*<-PspA	bacteria>proteobacteria>alphaproteobacteria	2
<-PspC*<-REC+LuxR-HTH	bacteria>other unclassified bacteria	2
<-PspC*<-SIG+TM(s)<-?<-SIG+TM(s)	archaea>euryarchaeota	2
<-PspC*<-Toast-rack<-?<-ComEA-HHH+S1	bacteria>firmicutes	2
<-PspC*<-Toast-rack<-PADR-HTH	bacteria>firmicutes	2
<-PspC*||?->?->EMAP->	bacteria>firmicutes	2
<-PspC*||Cluster81_2clades->	bacteria>actinobacteria	2
<-PspC*||ncRNA-><-SIG+TM(s)<-?<-?<-?<-ABC-ATPase	bacteria>other unclassified bacteria	2
<-PspC+TM(s)+Toast-rack*||?->PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	2
<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH-><-?||?->?-><-?||?-><-TM(s)	bacteria>actinobacteria	2
<-RADICAL-SAM||?->?-><-?<-SIG+TM(s)+Toast-rack<-PspC+LiaI-LiaF-TM*<-PspC*	archaea>euryarchaeota	2
<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)*->?-><-?<-SIG+TM(s)+ABC-ATPase<-SIG+TM(s)+ABC-ATPase	bacteria>actinobacteria	2
<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*->?->?-><-?<-?<-?||PspC*-><-ABhydrolase	bacteria>actinobacteria	2
<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*->?-><-ABhydrolase	NA	2
<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*->?->ABC-ATPase->SIG+TM(s)->	bacteria>actinobacteria	2
<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*-><-?<-ABhydrolase	bacteria>actinobacteria	2
