ClusterID	ClusterName	Total
000000.1	SIG+IMM+PEP-utilisers+PEP-utilisers-C+FHA+EP1+TM+TM+TM+TM+TM+TM+BetaPropeller+RING	1
000000.1	SIG+KH+KH+MIP-T3	1
000000.1	SIG+MA+TM+TM+TM+TM+TM+TM+TM	1
000000.1	SIG+MORC+TM+TM+MORC+Snf7	1
000000.1	SIG+NIT+MIP-T3+IG+IG+IG+IG	1
000000.1	SIG+Ntox1	1
000000.1	SIG+PspA+CR-ATPase2	1
000000.1	SIG+PspA+EP1+PspA+BetaPropeller	1
000000.1	SIG+PspA+SidE	1
000000.1	SIG+PspA+TM	1
000000.1	SIG+PspA+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+SM-MscS	1
000000.1	SIG+PspA+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	1
000000.1	SIG+PspB	1
000000.1	SIG+RRM+EP1+EP1	1
000000.1	SIG+SbcC+SIGMA-HTH+SidE+SbcC	1
000000.1	SIG+SH2+PspA+EP1	1
000000.1	SIG+SidE+CASPASE	1
000000.1	SIG+SIGMA-HTH+MA+NIT	1
000000.1	SIG+SIGMA-HTH+PspA	1
000000.1	SIG+SIGMA-HTH+PspA+TM	1
000000.1	SIG+Snf7+HD	1
000000.1	SIG+TM	1
000000.1	SIG+TM+C2+Snf7	1
000000.1	SIG+TM+CR-Kinase+PCC1+IWS1	1
000000.1	SIG+TM+EP1+7TMR-HDED+DUF572	1
000000.1	SIG+TM+EP1+VirB5+EP1+EP1	1
000000.1	SIG+TM+HAMP+MA	1
000000.1	SIG+TM+IG+EP1	1
000000.1	SIG+TM+TM+EP1	1
000000.1	SIG+TM+TM+MA	1
000000.1	SIG+TM+TM+PBPB+PspB	1
000000.1	SIG+TM+TM+PspA+EP1+EP1	1
000000.1	SIG+TM+TM+SidE	1
000000.1	SIG+TM+TM+TM+PspA+TM+TM+TM+TM	1
000000.1	SIG+TM+TM+TM+TM+EP1+TM+TM+TM+TM+TM	1
000000.1	SIG+TM+TM+TM+TM+TM+MIP-T3	1
000000.1	SIG+TM+TM+TM+TM+TM+TM+EP1+EP1	1
000000.1	SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+PspA+VirB5+DUF1707-SHOCT-bihelical+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+Lysozyme	1
000000.1	SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+EP1+RNA-Helicase	1
000000.1	SIG+Toast-rack+Toast-rack+Toast-rack+VWA+CASPASE	1
000000.1	SIG+TPR+EP1+EP1	1
000000.1	SIG+VirB11+EP1+EP1	1
000000.1	SIG+VirB5+NLPC	1
000000.1	SIG+WW+WW+EP1+EP1+EP1+EP1	1
000000.1	SIG+ZetaToxin+EP1	1
000000.1	SIGMA-HTH	1
000000.1	SIGMA-HTH+DISCOIDIN+MIP-T3+DISCOIDIN+PspA	1
000000.1	SMAD+TM+TM+EP1+EP1+EP1+EP1+Nop52+EP1+7TMR-HDED+EP1+EP1+EP1	1
000000.1	Snf7+ACET	1
000000.1	Snf7+PG-binding	1
000000.1	Snf7+PIPSQUEAK	1
000000.1	Snf7+PTSEIIA1	1
000000.1	Snf7+RnaseH+Synaptojanin+ZNF	1
000000.1	Snf7+S1	1
000000.1	Snf7+SAM-methylase	1
000000.1	Snf7+TM+TM+TM+TM+TM	1
000000.1	Snf7+UBC	1
000000.1	Sulfotransfer+EP1	1
000000.1	Sulfotransfer+EP1+MA+BACTERIALFRINGE	1
000000.1	SUN+SUN+EP1+MA+DISCOIDIN+DISCOIDIN+DISCOIDIN+DISCOIDIN+DISCOIDIN+DISCOIDIN	1
000000.1	SWACOS+SidE+SidE	1
000000.1	TIR+TIR+TIR+EP1+BetaPropeller	1
000000.1	TM	1
000000.1	TM+BACTERIALFRINGE+TM+TM+TM+EP1+EP1+EP1	1
000000.1	TM+CR-Kinase+DED+EP1	1
000000.1	TM+EP1+SidE	1
000000.1	TM+Phage-tail-tape+TM+TM+TM+EP1	1
000000.1	TM+PspA	1
000000.1	TM+PspA+PTSEIIA1	1
000000.1	TM+TM+EP1+DOC+EP1+EP1+EP1+Snf7	1
000000.1	TM+TM+EP1+DUF572+EP1+SPX	1
000000.1	TM+TM+EP1+Nop52+EP1	1
000000.1	TM+TM+EP1+TM+TM+TM+Lysozyme	1
000000.1	TM+TM+MA+TM+PTSEIIA1	1
000000.1	TM+TM+S1COLD+PP2C+PspA+PP2C	1
000000.1	TM+TM+TM+SIGMA-HTH	1
000000.1	TM+TM+TM+Snf7	1
000000.1	TM+TM+TM+Snf7+TM+TM+TM+TM	1
000000.1	TM+TM+TM+TM+PspA	1
000000.1	TM+TM+TM+TM+TM+TM+PspB+TM	1
000000.1	TM+TM+TM+TM+TM+TM+TM+TM+TM+7TMR-DISM+TM+TM+TM+TM+TM+EP1+EP1	1
000000.1	TM+TSP1+EP1	1
000000.1	Toast-rack+DUF2089-HTH	1
000000.1	Toast-rack+Tox-MCF+Tox-DUF4347-Caspase+Beta-Roll	1
000000.1	Tox-DDRGK	1
000000.1	Tox-DDRGK+EP1+Ntox38	1
000000.1	Tox-DUF4347-Caspase+Toast-rack+PTX+ANTHRAXPAG-N+ANTHRAXPAG-N+IG	1
000000.1	Tox-ODYAM1+Snf7	1
000000.1	TPR+TPR+MIP-T3+TPR+TPR+TPR+TPR	1
000000.1	WXG+Beta-Roll+Toast-rack	1
000198.4	LiaI-LiaF-TM+Toast-rack+PspA	1
