ClusterID	ClusterName	Total
000106.3	PspA	3
000107.3	EP1	3
000108.3	SIG+TM+PspA	3
000109.3	SIG+Snf7	3
000110.3	Snf7	3
000111.3	Snf7	3
000112.3	PspA	3
000113.3	PspA	3
000114.3	Snf7	3
000115.3	SIG+Snf7	3
000116.3	PspA	3
000117.3	PspA	3
000118.3	Snf7	3
000119.3	Snf7	3
000199.4	LiaI-LiaF-TM+TM+Toast-rack	3
000244.3	SIG+LAMG+Toast-rack+NEC	3
000245.3	VgrG+DUF2345	3
000246.3	Toast-rack+Toast-rack	3
000247.3	DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+TM+Toast-Rack	3
000248.3	SIG+Toast-rack+TM	3
000249.3	SIG+Toast-rack+Toast-rack	3
000250.3	Toast-rack	3
000251.3	PspC+TM+TM+TM+TM+TM+Toast-rack	3
000252.3	PspC+TM+TM+TM+TM+Toast-rack	3
000253.3	Toast-rack	3
000254.3	SIG+Toast-rack	3
000255.3	Toast-rack+TM	3
000256.3	Toast-rack+TM	3
000257.3	Toast-rack	3
000258.3	PspC+TM+TM+TM+TM+TM+Toast-rack	3
000259.3	Toast-rack	3
000260.3	DUF1700-alpha-helical+Toast-rack	3
000261.3	MarR-HTH+Toast-rack	3
000262.3	Toast-rack	3
000263.3	SIG+Toast-rack	3
000264.3	SIG+Toast-rack	3
000265.3	SIG+Toast-rack	3
000266.3	LiaI-LiaF-TM+Toast-rack	3
000267.3	SIG+Toast-rack	3
000268.3	SIG+Toast-rack	3
000269.3	LiaI-LiaF-TM+Toast-rack	3
000270.3	SIG+Toast-rack	3
000271.3	SIG+Toast-rack	3
000272.3	SIG+Toast-rack	3
000273.3	Toast-rack	3
000274.3	SIG+Toast-rack	3
000275.3	SIG+Toast-rack	3
000276.3	SIG+Toast-rack	3
000277.3	SIG+PspC+TM+TM+TM+Toast-rack	3
000278.3	SIG+Toast-rack	3
000279.3	SIG+Toast-rack	3
000280.3	SIG+Toast-rack	3
000281.3	SIG+Toast-rack	3
000282.3	SIG+Toast-rack	3
000283.3	SIG+Toast-rack	3
000284.3	SIG+Toast-rack	3
000285.3	SIG+Toast-rack	3
000286.3	SIG+Toast-rack	3
000287.3	DUF1700-alpha-helical+Toast-rack	3
000288.3	SIG+Toast-rack	3
000289.3	SIG+Toast-rack	3
000290.3	SIG+Toast-rack	3
000291.3	SIG+Toast-rack	3
000292.3	LiaI-LiaF-TM+Toast-rack	3
000293.3	SIG+Toast-rack	3
000294.3	Toast-rack	3
000295.3	Toast-rack	3
000296.3	SIG+Toast-rack	3
000297.3	SIG+Toast-rack	3
000298.3	SIG+Toast-rack	3
000299.3	Toast-rack	3
000300.3	SIG+TM+TM+TM+Toast-rack	3
000301.3	Toast-rack	3
000302.3	Toast-rack	3
000303.3	SIG+Toast-rack	3
000304.3	SIG+Toast-rack	3
000305.3	SIG+Toast-rack	3
000306.3	SIG+Toast-rack	3
000307.3	Toast-rack	3
000308.3	SIG+Toast-rack	3
000309.3	SIG+Toast-rack	3
000310.3	SIG+Toast-rack	3
000311.3	Toast-rack	3
000312.3	SIG+Toast-rack	3
000313.3	SIG+Toast-rack	3
000314.3	SIG+Toast-rack	3
000315.3	SIG+Toast-rack	3
000316.3	Toast-rack	3
000317.3	SIG+Toast-rack	3
000318.3	SIG+Toast-rack	3
000319.3	Toast-rack	3
000000.1	BZIP	2
000000.1	DUF3046	2
000000.1	EFHAND+EFHAND+EP1	2
000000.1	EP1+BetaPropeller	2
000000.1	EP1+PspA	2
000000.1	FHA+EP1	2
000000.1	PspA+EP1	2
000000.1	PspA+HOMEO	2
000000.1	PspB+PspC	2
000000.1	RING+EP1+CR-Kinase	2
000000.1	RING+UBP-ZNF+EP1	2
000000.1	SAM-methylase+PspA	2
000000.1	SbcC+EP1	2
000000.1	SbcC+EP1+SbcC	2
000000.1	SbcC+SIGMA-HTH+SidE+SbcC	2
000000.1	SIG+DUF1707-SHOCT-bihelical+TM	2
000000.1	SIG+DUF1707-SHOCT-bihelical+Toast-rack	2
000000.1	SIG+SH3+PspA	2
000000.1	SIG+TM+TM+Snf7	2
000000.1	SIG+TM+TM+TM+TM+TM+TM+EP1	2
000000.1	SIG+Toast-rack+Toast-rack+Toast-rack+CASPASE	2
000000.1	SIG+ZNR+PspC	2
000000.1	Snf7+TM	2
000000.1	TM+Snf7	2
000000.1	TM+TM+TM+EP1	2
000000.1	ZNR+TM+Toast-rack	2
000001.2	BACTERIALFRINGE+Toast-rack+IG+CASPASE	2
000004.2	Cluster4_1clades	2
000005.2	Beta-Roll+PspA+ABhydrolase+C58+Beta-Roll	2
000005.2	SIG+DUF3046	2
000006.2	CR-Kinase+Toast-rack	2
000006.2	DUF3046	2
000015.2	PspB	2
000016.2	Cluster16_1clades	2
000017.2	Cluster17_1clades	2
000021.2	SIG+DUF1707-SHOCT-bihelical+SHS2	2
000022.2	DUF1707-SHOCT-bihelical+Toast-rack	2
000023.2	DUF1707-SHOCT-bihelical	2
000024.2	DUF1707-SHOCT-bihelical+TM+TM	2
000025.2	DUF1707-SHOCT-bihelical+TM+TM+TM	2
000026.2	DUF1707-SHOCT-bihelical+TM+TM+TM	2
000027.2	DUF1707-SHOCT-bihelical+TM	2
000028.2	DUF1707-SHOCT-bihelical+TM+TM	2
000029.2	DUF1707-SHOCT-bihelical+TM+TM	2
000030.2	DUF1707-SHOCT-bihelical+TM	2
000041.2	PspC+LiaI-LiaF-TM+Toast-Rack	2
000042.2	TM+LiaI-LiaF-TM	2
000043.2	LiaI-LiaF-TM+Toast-rack	2
000044.2	LiaI-LiaF-TM+Toast-rack	2
000045.2	LiaI-LiaF-TM+Toast-rack	2
000046.2	LiaI-LiaF-TM+Toast-rack	2
000047.2	LiaI-LiaF-TM+Toast-rack	2
000048.2	LiaI-LiaF-TM+Toast-rack	2
000049.2	LiaI-LiaF-TM+Toast-rack	2
000050.2	LiaI-LiaF-TM+Toast-rack	2
000051.2	LiaI-LiaF-TM+Toast-rack	2
000052.2	PspC+LiaI-LiaF-TM	2
000053.2	SIG+TM+TM	2
000054.2	SIG+TM+Toast-rack	2
000055.2	PspC+LiaI-LiaF-TM	2
000056.2	SIG+TM+TM	2
000057.2	LiaI-LiaF-TM	2
000058.2	LiaI-LiaF-TM	2
000059.2	LiaI-LiaF-TM	2
000068.2	PspC+TM+TM+TM+Toast-rack	2
000069.2	DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack	2
000070.2	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	2
000070.2	SIG+Toast-rack	2
000071.2	DUF1700-alpha-helical+PspC+TM+TM+TM+TM+Toast-rack	2
000071.2	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	2
000072.2	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	2
000072.2	PspC+TM+TM+TM+TM+TM	2
000073.2	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	2
000073.2	SIG+PspC+TM+TM+TM+TM+TM+Toast-rack	2
000074.2	PspC+TM+TM+LiaI-LiaF-TM	2
000074.2	SIG+DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM+TM+TM	2
000075.2	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	2
000075.2	SIG+PspC+TM	2
000076.2	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	2
000076.2	PspC	2
000077.2	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	2
000077.2	PspC+TM+TM	2
000078.2	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	2
000078.2	TM	2
000079.2	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	2
000079.2	SIG+PspC+TM	2
000080.2	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	2
000080.2	PspC	2
000081.2	DUF1700-alpha-helical+TM+TM+TM+TM	2
000081.2	SIG+PspC	2
000082.2	DUF1700-alpha-helical+TM+TM+TM	2
000082.2	PspC	2
000083.2	Cluster83_1clades	2
000083.2	DUF1700-alpha-helical+TM+TM+TM+TM+TM	2
000084.2	DUF1700-alpha-helical+TM+TM+TM+KleE-2xTM	2
000085.2	DUF1700-alpha-helical+TM+TM+TM+TM	2
000086.2	DUF1700-alpha-helical+TM+TM+TM+TM	2
000087.2	DUF1700-alpha-helical+TM+TM+TM+TM	2
000088.2	DUF1700-alpha-helical+TM	2
000089.2	DUF1700-alpha-helical+TM+TM+TM+TM	2
000090.2	DUF1700-alpha-helical+TM+TM+TM+TM	2
000091.2	SIG+DUF1700-alpha-helical+TM+TM+TM+TM	2
000092.2	DUF1700-alpha-helical+TM+TM+TM	2
000093.2	DUF1700-alpha-helical+TM+TM+TM+TM	2
000094.2	DUF1700-alpha-helical+TM+TM+TM	2
000095.2	DUF1700-alpha-helical+TM+TM	2
000096.2	DUF1700-alpha-helical+TM+TM+TM	2
000097.2	DUF1700-alpha-helical+TM+TM+TM	2
000098.2	DUF1700-alpha-helical+TM+TM+TM+TM	2
000099.2	DUF1700-alpha-helical+TM	2
000100.2	ASCH	2
000101.2	DUF1700-alpha-helical+TM+TM	2
000120.2	SIG+EP1+EP1+SidE	2
000121.2	SIG+IG+IG+IG+Phytase-like+SUN+TM+TM+EP1+EP1+EP1+EP1+EP1	2
000122.2	KELCH+TIG+RuvB-AAA+DYN-MID-AAA+Snf7	2
000123.2	SIG+DISCOIDIN+Snf7+PspA+C58+LAMG+LamG+LamG+LamG+LamG	2
000124.2	EP1	2
000125.2	SidE+BetaPropeller	2
000126.2	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK	2
000127.2	SIG+SH3+PspA	2
000128.2	EFHAND+SIGMA-HTH+SH3+SH3+SH3+SH3+PH+C2	2
000129.2	EFHAND+EP1+Tox-DDRGK+SH3+SH3+SH3+SH3+SH3+PH+C2	2
000130.2	PspA	2
000131.2	SIG+PAS+PAS+PAS+PAS+PAS+SIGMA-HTH+MIP-T3	2
000132.2	ImmLRR+PspA	2
000133.2	TM+TM+PspA+TM+TM+TM+TM+TM+NLPC	2
000134.2	EFHAND+EP1+PspA	2
000135.2	Snf7+PspA+HOMEO	2
000136.2	SIG+TM+Snf7	2
000137.2	PINT+DUF572	2
000138.2	WXG+TM+TM+SidE	2
000139.2	EFHAND+EP1+EP1+SH3+SH3+SH3+SH3+SH3	2
000140.2	EP1+CXC	2
000141.2	SbcC+EP1+SbcC	2
000142.2	SbcC+PspA+SbcC	2
000143.2	SIG+EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	2
000144.2	SbcC+PspA	2
000145.2	EP1	2
000146.2	SIG+PspA+SLATT	2
000147.2	DUF572+EP1+MATH+MATH	2
000148.2	SIGMA-HTH+SPX	2
000149.2	EFHAND+EP1	2
000150.2	SidE+Phage-tail-tape	2
000151.2	BetaPropeller+EP1+EP1	2
000152.2	EP1	2
000153.2	EP1	2
000154.2	EFHAND+EP1	2
000155.2	TM+TM+TM+TM+TM+TM+TM+EP1	2
000156.2	TM+TM+TM+EP1	2
000157.2	MA	2
000158.2	C2+Snf7	2
000159.2	PspA	2
000160.2	PspA+EP1	2
000161.2	SIG+PspA+PspA	2
000162.2	SIG+PspA+Cu-amine-oxidN1+Cu-amine-oxidN1	2
000163.2	SIG+SIGMA-HTH+CW-binding-betahairpin+CW-binding-betahairpin+CW-binding-betahairpin+CW-binding-betahairpin+CW-binding-betahairpin	2
000164.2	EP1	2
000165.2	SIG+MA+BRCT	2
000166.2	SbcC+Snf7	2
000167.2	EP1+EP1	2
000168.2	PspA	2
000169.2	Snf7	2
000170.2	SIG+ApeA-NTD1+EP1	2
000171.2	EFHAND+PspA	2
000172.2	SIG+TM+PspA+PspA	2
000173.2	Snf7	2
000174.2	PspA	2
000175.2	SIG+PspA+TM	2
000176.2	Snf7	2
000177.2	Snf7	2
000178.2	Snf7	2
000179.2	Snf7	2
000180.2	Snf7	2
000181.2	Snf7	2
000182.2	Snf7+NTN-HYDROLASE	2
000183.2	Snf7	2
000184.2	Snf7	2
000185.2	Snf7	2
000186.2	Snf7	2
000187.2	Snf7	2
000188.2	Snf7	2
000189.2	PspA+PspA	2
000190.2	SIG+PspA	2
000191.2	PspA	2
000192.2	Snf7	2
000193.2	PspA	2
000194.2	Snf7	2
000195.2	PspA	2
000196.2	Snf7	2
000197.2	Snf7	2
000198.2	Snf7	2
000199.2	Snf7	2
000200.2	Snf7	2
000201.2	Snf7	2
000202.2	Snf7	2
000203.2	Snf7	2
000204.2	Snf7	2
000205.2	Snf7	2
000206.2	Snf7	2
000207.2	Snf7	2
000208.2	Snf7	2
000209.2	Snf7	2
000210.2	PspA	2
000211.2	Snf7	2
000212.2	Snf7	2
000213.2	Snf7	2
000214.2	Snf7	2
000320.2	TSP1+TSP1+Toast-rack	2
000321.2	SIG+Toast-rack	2
000322.2	SIG+Toast-rack	2
000323.2	TM+Toast-rack	2
000324.2	SIG+Toast-rack+TM	2
000325.2	Toast-rack	2
000326.2	DUF1700-alpha-helical+PspC+PspC+LiaI-LiaF-TM+Toast-Rack	2
000327.2	Toast-rack	2
000328.2	PspC+PspC+LiaI-LiaF-TM+Toast-Rack	2
000329.2	SIG+Toast-rack+TM	2
000330.2	SIG+Toast-rack+Toast-rack	2
000331.2	SIG+Toast-rack+TM	2
000332.2	SIG+Toast-rack	2
000333.2	Toast-rack	2
000334.2	PspC+LiaI-LiaF-TM+Toast-Rack	2
000335.2	Toast-rack	2
000336.2	SIG+Toast-rack	2
000337.2	SIG+Toast-rack+Toast-rack	2
000338.2	SIG+PspC+TM+TM+TM+TM+TM+Toast-rack	2
000339.2	SIG+Toast-rack+Toast-rack	2
000340.2	Toast-rack	2
000341.2	Toast-rack+TM	2
000342.2	Toast-rack	2
000343.2	Toast-rack	2
000344.2	Toast-rack+TM	2
000345.2	LiaI-LiaF-TM+TM+Toast-rack	2
000346.2	SIG+TM+TM+Toast-rack	2
000347.2	Toast-rack	2
000348.2	Toast-rack	2
000349.2	SIG+Toast-rack	2
000350.2	Toast-rack	2
000351.2	TM+Toast-rack	2
000352.2	SIG+Toast-rack	2
000353.2	SIG+Toast-rack	2
000354.2	SIG+Toast-rack	2
000355.2	TM+Toast-rack	2
000356.2	LiaI-LiaF-TM+Toast-rack	2
000357.2	LiaI-LiaF-TM+Toast-rack	2
000358.2	SIG+Toast-rack	2
000359.2	LiaI-LiaF-TM+Toast-rack	2
000360.2	TM+Toast-rack	2
000361.2	Toast-rack	2
000362.2	SIG+Toast-rack	2
000363.2	SIG+Toast-rack	2
000364.2	LiaI-LiaF-TM+Toast-rack	2
000365.2	SIG+Toast-rack	2
000366.2	SIG+Toast-rack	2
000367.2	LiaI-LiaF-TM+Toast-rack	2
000368.2	SIG+Toast-rack	2
000369.2	Toast-rack	2
000370.2	SIG+Toast-rack	2
000371.2	SIG+TM+Toast-rack	2
000372.2	SIG+Toast-rack	2
000373.2	SIG+Toast-rack	2
000374.2	LiaI-LiaF-TM+Toast-rack	2
000375.2	SIG+Toast-rack	2
000376.2	SIG+Toast-rack	2
000377.2	Cluster380_1clades	2
000378.2	SIG+Toast-rack	2
000379.2	SIG+Toast-rack	2
000380.2	SIG+Toast-rack	2
000381.2	Toast-rack	2
000382.2	SIG+Toast-rack	2
000383.2	SIG+Toast-rack	2
000384.2	SIG+Toast-rack	2
000385.2	LiaI-LiaF-TM+Toast-rack	2
000386.2	SIG+Toast-rack	2
000387.2	SIG+Toast-rack	2
000388.2	SIG+Toast-rack	2
000389.2	SIG+Toast-rack	2
000390.2	SIG+Toast-rack	2
000391.2	SIG+Toast-rack	2
000392.2	SIG+Toast-rack	2
000393.2	SIG+Toast-rack	2
000394.2	SIG+Toast-rack	2
000395.2	Toast-rack	2
000396.2	SIG+Toast-rack	2
000397.2	SIG+Toast-rack	2
000398.2	SIG+Toast-rack	2
000399.2	SIG+Toast-rack	2
000400.2	SIG+Toast-rack	2
000401.2	SIG+Toast-rack	2
000402.2	Toast-rack	2
000403.2	LiaI-LiaF-TM+Toast-rack	2
000404.2	SIG+Toast-rack	2
000405.2	SIG+Toast-rack	2
000406.2	Toast-rack	2
000407.2	Toast-rack	2
000408.2	SIG+Toast-rack	2
000409.2	SIG+Toast-rack	2
000410.2	SIG+Toast-rack	2
000411.2	SIG+Toast-rack	2
000412.2	SIG+Toast-rack	2
000413.2	SIG+Toast-rack	2
000414.2	SIG+Toast-rack	2
000415.2	SIG+Toast-rack	2
000416.2	DUF1707-SHOCT-bihelical+Toast-rack	2
000417.2	Toast-rack	2
000418.2	SIG+Toast-rack	2
000419.2	SIG+Toast-rack	2
000420.2	Toast-rack	2
000421.2	SIG+Toast-rack	2
000422.2	DUF1707-SHOCT-bihelical+Toast-rack	2
000423.2	SIG+Toast-rack	2
000424.2	Toast-rack	2
000425.2	SIG+Toast-rack	2
000426.2	SIG+Toast-rack	2
000427.2	SIG+Toast-rack	2
000428.2	Toast-rack	2
000429.2	SIG+Toast-rack	2
000430.2	Toast-rack	2
000431.2	SIG+Toast-rack	2
000432.2	SIG+Toast-rack	2
000433.2	SIG+Toast-rack	2
000434.2	Toast-rack	2
000435.2	Toast-rack	2
000436.2	SIG+Toast-rack	2
000437.2	Toast-rack	2
000438.2	SIG+Toast-rack	2
000439.2	Toast-rack	2
000440.2	Toast-rack	2
000441.2	Toast-rack	2
000442.2	Toast-rack	2
000000.1	7TMR-HDED+PspA	1
000000.1	ABC-ATPase+ABC-ATPase	1
000000.1	ABhydrolase+Snf7	1
000000.1	ACET+EP1	1
000000.1	APATPase+TPR+TPR+TPR+TPR+EP1	1
000000.1	BACTERIALFRINGE+Toast-rack+CASPASE	1
000000.1	BetaPropeller+BetaPropeller+EP1	1
000000.1	BetaPropeller+Snf7	1
000000.1	BZIP+Snf7	1
000000.1	C2+PspA+EP1	1
000000.1	C2+Snf7	1
000000.1	CASPASE+MIP-T3	1
000000.1	CASPASE+Snf7	1
000000.1	CHASE3	1
000000.1	ClpABN-AAA+EP1+ClpABC-AAA	1
000000.1	CR-Kinase+EP1+EP1+C1+PH	1
000000.1	CR-Kinase+EP1+EP1+EP1	1
000000.1	CR-Kinase+MIP-T3	1
000000.1	CR-Kinase+PspA	1
000000.1	CR-Kinase+PspA+EP1+C1+PH+TM+TM+TM+TM	1
000000.1	CR-Kinase+PspA+EP1+LIM+LIM+LIM+LIM+LIM	1
000000.1	DDRP-ZNR+Snf7+DDRP-betaprime+BBM2-DDRP+SBHM-DDRP	1
000000.1	DEOR-HTH+SIGMA-HTH+EP1+TM	1
000000.1	DHH	1
000000.1	DISCOIDIN+TM+TM+PspA+LAMG+LamG+LamG+LamG	1
000000.1	DNAJ+EP1+SIGMA-HTH+TM+TM	1
000000.1	DNAJ+MIP-T3	1
000000.1	DUF1700-alpha-helical+LiaI-LiaF-TM+TM	1
000000.1	DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+TM+TM+Toast-rack	1
000000.1	DUF1700-alpha-helical+PspC+TM+TM+TM+Toast-rack+Toast-rack	1
000000.1	DUF1700-alpha-helical+PTSEIIC+Toast-rack	1
000000.1	DUF1700-alpha-helical+TM+TM+PASTA	1
000000.1	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM+TM	1
000000.1	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM+TM+TM	1
000000.1	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM+TM+TM+TM	1
000000.1	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	1
000000.1	DUF1700-alpha-helical+TM+TM+Toast-rack	1
000000.1	DUF1707-SHOCT-bihelical+TM+TM+TM	1
000000.1	DUF1707-SHOCT-bihelical+TM+TM+TM+TM	1
000000.1	DUF2089-HTH+Toast-rack	1
000000.1	DYN-MID-AAA+DYN-MID-AAA+Classical-AAA+PspA	1
000000.1	DYN-MID-AAA+Snf7	1
000000.1	EFHAND+EP1+SH3+SH3+SH3+SH3+C2	1
000000.1	EFHAND+EP1+SH3+SH3+SH3+SH3+C2+TM	1
000000.1	EP1+A18	1
000000.1	EP1+DISCOIDIN+TM+DISCOIDIN+PspA	1
000000.1	EP1+EP1+DUF572	1
000000.1	EP1+EP1+EP1	1
000000.1	EP1+EP1+EP1+EP1+EP1+PspA	1
000000.1	EP1+EP1+EP1+MA	1
000000.1	EP1+EP1+EP1+SidE+EP1	1
000000.1	EP1+EP1+EP1+TM	1
000000.1	EP1+EP1+RING+TM+SAM+TM+TM	1
000000.1	EP1+EP1+SPX+PspA+EP1+PspA	1
000000.1	EP1+EP1+TM+TM+BACTERIALFRINGE+TM+TM+TM+TM+TM+TM	1
000000.1	EP1+EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+35exo+GspA-ATPase	1
000000.1	EP1+HINT	1
000000.1	EP1+KH	1
000000.1	EP1+MA	1
000000.1	EP1+MA+MA+EP1+SFII-RAD3+MA+EP1+SIGMA-HTH+EP1+MA	1
000000.1	EP1+PspA+MA+EP1+EP1	1
000000.1	EP1+PspA+WXG+TM+TM+PH+NACHT+BetaPropeller	1
000000.1	EP1+PTSEIIA1	1
000000.1	EP1+RIFIN	1
000000.1	EP1+SAM+SAM+SAM	1
000000.1	EP1+SAM+SAM+SAM+SAM+SAM	1
000000.1	EP1+SGS	1
000000.1	EP1+SH3+SH3+SH3+SH3	1
000000.1	EP1+SidE	1
000000.1	EP1+SidE+EP1	1
000000.1	EP1+SIGMA-HTH	1
000000.1	EP1+Snf7+EP1	1
000000.1	EP1+Subtilisin	1
000000.1	EP1+TM	1
000000.1	EP1+TM+TM+PyocinS+ColE7	1
000000.1	EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+SIGMA-HTH+EP1+EP1+TM+TM+PrsW+TM+EP1+HISKIN+TM+TM	1
000000.1	EP1+Tox-DDRGK+EP1	1
000000.1	EP1+TRANSGLUTAMINASE	1
000000.1	EP1+VWA+TM	1
000000.1	EP1+WW	1
000000.1	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK	1
000000.1	FHA+PspA	1
000000.1	FHA+PspA+PH	1
000000.1	FHA+SFII-RAD3	1
000000.1	FN3+SidE	1
000000.1	FYVE+SFII-RAD3+SFII-RAD3+SFII-RAD3+SFII-RAD3+SFII-RAD3+SFII-RAD3+SFII-RAD3+SFII-RAD3+SFII-RAD3	1
000000.1	GDResolvase+SidE	1
000000.1	Glyco_tran_28_C+DUF3046	1
000000.1	GPATCH+RRM+Snf7	1
000000.1	GspA-ATPase+TraI-VirD2-RCRE+Snf7	1
000000.1	HerA+PspA+ARSR-HTH	1
000000.1	IG+NIT+EP1+EP1+EP1+EP1+EP1	1
000000.1	ImmLRR+PspA+SIGMA-HTH	1
000000.1	JOR+PspA	1
000000.1	KELCH+EP1	1
000000.1	KELCH+EP1+PspA+ANK	1
000000.1	KELCH+EP1+ZU5	1
000000.1	LPD14+Snf7	1
000000.1	LRR+MIP-T3	1
000000.1	MA+DYN-MID-AAA+SidE+IMP	1
000000.1	MA+MA+EP1	1
000000.1	MA+PspA+SidE	1
000000.1	MA+PspA+TM	1
000000.1	MA+SAM-methylase+SAM-methylase	1
000000.1	MATH+MATH+MATH+EIIBC-GUT-N+EP1	1
000000.1	Mbetalac+Snf7	1
000000.1	MglB+PspA	1
000000.1	MIP-T3	1
000000.1	MIP-T3+EP1+EP1	1
000000.1	MIP-T3+TM+TM+RING+BBOX+BBOX	1
000000.1	MIP-T3+TPR	1
000000.1	MIP-T3+VirB5+PTSEIIA1	1
000000.1	MNS+TM+PspA+BetaPropeller	1
000000.1	Ntox43+Snf7	1
000000.1	PAS+GAF+PspA+HISKIN	1
000000.1	PAS+PAS+PAS+PAS+HAMP+MA	1
000000.1	PDZ+EP1	1
000000.1	PDZ+EP1+DUF572+EP1	1
000000.1	PHD+Snf7	1
000000.1	Phytase-like+Toast-rack+CASPASE	1
000000.1	PspA+BetaPropeller	1
000000.1	PspA+CR-Kinase	1
000000.1	PspA+EP1+PspA	1
000000.1	PspA+HEPN-RES-NTD1-C	1
000000.1	PspA+MA	1
000000.1	PspA+Phage-tail-tape+TM+TM+Lysozyme+MA	1
000000.1	PspA+Phage-tail-tape+TM+TM+TM+TM+TM	1
000000.1	PspA+PspA+EP1	1
000000.1	PspA+SidE+EP1	1
000000.1	PspA+SidE+SidE	1
000000.1	PspA+SIGMA-HTH+PspA	1
000000.1	PspA+TM	1
000000.1	PspA+TM+WWE+PUG+TM	1
000000.1	PspA+Tox-ODYAM1+MA	1
000000.1	PspB+STYKIN	1
000000.1	PspC+PspB	1
000000.1	RHOD-CDC25+EP1+DUF874+WW+UBHYD	1
000000.1	RING+EP1+EP1+MA+PspA+ANK	1
000000.1	RnaseH+MA+EP1	1
000000.1	SAM-methylase+MA	1
000000.1	SbcC+EP1+EP1+SbcC	1
000000.1	SbcC+EP1+PspA+SbcC	1
000000.1	SbcC+MA+PspA+RNA-Helicase	1
000000.1	SbcC+PspA+MA+SbcC	1
000000.1	SbcC+PspA+PspA+SbcC	1
000000.1	SbcC+PspA+SbcC	1
000000.1	SbcC+SidE+SbcC	1
000000.1	SbcC+SidE+SidE+SbcC	1
000000.1	SbcC+SIGMA-HTH+SbcC	1
000000.1	SbcC+Snf7+SbcC	1
000000.1	SFII-RAD3+MA	1
000000.1	SFII-RAD3+PH	1
000000.1	SH3+Snf7	1
000000.1	SidE+DUF572+TM	1
000000.1	SidE+EP1+EP1+EP1+EP1	1
000000.1	SidE+MIP-T3+TM+TM	1
000000.1	SidE+PspA+EP1	1
000000.1	SIG+ANK+EP1+VirB5+EP1	1
000000.1	SIG+ANK+SbcC+DUF572+PspA	1
000000.1	SIG+ASH-IG+Toast-rack+TPR+TPR+CASPASE	1
000000.1	SIG+CART+EP1+BetaPropeller	1
000000.1	SIG+CR-Kinase+EP1	1
000000.1	SIG+CR-Kinase+EP1+PspA+C1	1
000000.1	SIG+CR-Kinase+PspA+PspA+EP1	1
000000.1	SIG+DHHC-ZNF+Tox-ODYAM1	1
000000.1	SIG+DISCOIDIN+PspA+MA+LAMG+LamG+LamG	1
000000.1	SIG+DISCOIDIN+PspA+TM	1
000000.1	SIG+DISCOIDIN+Snf7+PspA+C58+LAMG	1
000000.1	SIG+DUF1700-alpha-helical+TM+TM+TM+TM	1
000000.1	SIG+DUF1707-SHOCT-bihelical+TM+TM	1
000000.1	SIG+DUF572+LINK	1
000000.1	SIG+DYN-MID-AAA+EP1	1
000000.1	SIG+EP1+EP1+EP1	1
000000.1	SIG+EP1+EP1+EP1+EP1+EP1+TM	1
000000.1	SIG+EP1+EP1+EP1+EP1+PP2C	1
000000.1	SIG+EP1+EP1+SidE	1
000000.1	SIG+EP1+EP1+SLH	1
000000.1	SIG+EP1+HECT+EP1+EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	1
000000.1	SIG+EP1+LIM	1
000000.1	SIG+EP1+MIP-T3	1
000000.1	SIG+EP1+PspA	1
000000.1	SIG+EP1+SIGMA-HTH+SLH	1
000000.1	SIG+EP1+SLH	1
000000.1	SIG+EP1+TM	1
000000.1	SIG+EP1+TM+HISKIN	1
000000.1	SIG+EP1+TM+TM+TM+TM	1
000000.1	SIG+EP1+TM+TM+TM+TM+TM+TM+TM+5TMR-LYT	1
000000.1	SIG+EP1+TPR+TPR	1
000000.1	SIG+FKBP+EP1	1
000000.1	SIG+IG+IG+IG+Nop52+EP1+EP1+EP1+EP1+EP1	1
000000.1	SIG+IG+TM+PspA+BZIP	1
