GenContext.norep	n
DUF1700-alpha-helical+TM+TM+TM*->SIG+Toast-rack->PspC->	1
DUF1700-alpha-helical+TM+TM+TM+TM->SIG+Toast-rack->PspC*->	1
DUF1700-alpha-helical+TM+TM+TM+TM*->?->?->||<-PADR-HTH	1
DUF1700-alpha-helical+TM+TM+TM+TM*->||<-PADR-HTH	1
DUF1700-alpha-helical+TM+TM+TM+TM*->||<-PADR-HTH||?->?->SIG+TM+TM+TM+TM+TM+ABC-ATPase->SIG+TM+TM+TM+TM+TM+ABC-ATPase->SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->	1
DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM*->||<-Cluster20_3clades	1
DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM*->Cluster20_3clades->	1
DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM*->PADR-HTH->	1
DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM*->PADR-HTH->Cluster75_2clades->?->||<-PADR-HTH<-DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM*	1
DUF1700-alpha-helical+Toast-rack*->?->?->p450->||<-SIG+Amino_oxidase	1
DUF1700-alpha-helical+Toast-rack*->p450->||<-BCCT	1
DUF1700-alpha-helical+Toast-rack*->PADR-HTH->DUF1700-alpha-helical+TM+TM+TM*->SIG+Toast-rack->SIG+Toast-rack->	1
DUF1700-alpha-helical+Toast-rack*->SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->SIG+Toast-rack*->Toast-rack*->||<-?<-SIG+DeoC	1
DUF1707-SHOCT-bihelical*->?->PfkB->	1
DUF1707-SHOCT-bihelical*->?->PfkB->AlaDh_PNT_N+AlaDh_PNT_C->	1
DUF1707-SHOCT-bihelical+TM*->?->?->||<-?<-?||Cluster8_2clades->	1
DUF1707-SHOCT-bihelical+TM*->?->?->||<-?<-?<-?||?->Cluster8_2clades->	1
DUF1707-SHOCT-bihelical+TM*->?->?->tRNA->||<-?<-?<-?<-DUF1707-SHOCT-bihelical+TM*	1
DUF1707-SHOCT-bihelical+TM*->?->DUF1707-SHOCT-bihelical+TM*->DUF1707-SHOCT-bihelical+TM*->	1
DUF1707-SHOCT-bihelical+TM*->||<-?<-?<-ABC-ATPase	1
DUF1707-SHOCT-bihelical+TM*->||<-?<-tRNA<-tRNA||Cluster124_2clades->	1
DUF1707-SHOCT-bihelical+TM*->DUF1707-SHOCT-bihelical+TM*->?->||<-Cluster8_2clades	1
DUF1707-SHOCT-bihelical+TM*->DUF1707-SHOCT-bihelical+TM*->||<-ABC-ATPase<-ABC-ATPase	1
DUF1707-SHOCT-bihelical+TM+TM*->||<-?<-?||?->?->?->SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->SIG+TM+TM->	1
DUF1707-SHOCT-bihelical+TM+TM*->ABC-ATPase->	1
DUF1707-SHOCT-bihelical+TM+TM*->Cluster8_2clades->	1
DUF1707-SHOCT-bihelical+TM+TM+TM+TM*->DUF1707-SHOCT-bihelical+TM*->	1
DUF1707-SHOCT-bihelical+Toast-rack*->?->?->||<-Cluster8_2clades	1
DUF1707-SHOCT-bihelical+Toast-rack*->?->?->adh_short->	1
DUF1707-SHOCT-bihelical+Toast-rack*->?->?->Cluster8_2clades->	1
DUF1707-SHOCT-bihelical+Toast-rack*->?->||<-?||SIG+DeoC->Aldedh->?->||<-?<-REC+LYTTR	1
DUF1707-SHOCT-bihelical+Toast-rack*->?->||<-?<-?||ABC-ATPase->	1
DUF1707-SHOCT-bihelical+Toast-rack*->?->||<-ABC-ATPase<-?<-?<-?||?->ABhydrolase->	1
DUF1707-SHOCT-bihelical+Toast-rack*->?->||<-SIG+ABC-ATPase+VirB11+ABC-ATPase	1
DUF1707-SHOCT-bihelical+Toast-rack*->?->ABC-ATPase->	1
DUF1707-SHOCT-bihelical+Toast-rack*->?->ADH_N+ADH_zinc_N->Aminotran_1_2->MODE-HTH+PBPII->	1
DUF1707-SHOCT-bihelical+Toast-rack*->?->Cluster327_2clades->	1
DUF1707-SHOCT-bihelical+Toast-rack*->?->Cluster59_2clades->	1
DUF1707-SHOCT-bihelical+Toast-rack*->?->Methyltransf_25->||<-Aldedh	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?||?->?->?->||<-Aldo_ket_red	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?||?->?->?->UPF0126+UPF0126+TM->||<-adh_short	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?||?->||<-?<-ABhydrolase	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?||?->SIG+DeoC->Aldedh->	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?||ADH_N+ADH_zinc_N->||<-?||Urocanase->	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?||RibD_C->	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?||TP_methylase->?->?->?->TatD_DNase->	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?<-?||?->?->?->||<-?<-FAD_binding_6+NAD_binding_1+Fer2	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?<-?||?->ABhydrolase->	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?<-?||?->Peptidase_M24->	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?<-?||SIG+HTH_11+WYL->	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?<-?<-?<-?<-?<-Pribosyltran	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?<-?<-?<-SIG+TM+TM+TM+ABC-ATPase<-SIG+TM+TM+TM+ABC-ATPase	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?<-?<-Aldedh	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?<-?<-PfkB	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?<-PAPS_reduct	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-?<-SIG+HTH_31	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-Acetyltransf_10	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-Aldo_ket_red	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-COesterase	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-SIG+GDSL	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-SIG+TM+TM+TM+ABC-ATPase<-SIG+TM+TM+TM+ABC-ATPase	1
DUF1707-SHOCT-bihelical+Toast-rack*->||<-YTCD-HTH||ADH_N+ADH_zinc_N->adh_short->?->?->?->ThiG->?->?->ThiC-associated+ThiC_Rad_SAM->DUF1707-SHOCT-bihelical+Toast-rack*->||<-ABC-ATPase<-SIG+TM+BPD_transp_1<-SIG+TM+TM+BPD_transp_1+TM	1
DUF1707-SHOCT-bihelical+Toast-rack*->ABC-ATPase->	1
DUF1707-SHOCT-bihelical+Toast-rack*->ABC-ATPase->||<-Abhydrolase_1	1
DUF1707-SHOCT-bihelical+Toast-rack*->Acyl-CoA_dh_N+Acyl-CoA_dh_M+Acyl-CoA_dh_1->	1
DUF1707-SHOCT-bihelical+Toast-rack*->ADH_N+ADH_zinc_N->Aminotran_1_2->?->MODE-HTH+PBPII->	1
DUF1707-SHOCT-bihelical+Toast-rack*->DUF1385->Lyase_1+ASL_C2->	1
DUF1707-SHOCT-bihelical+Toast-rack*->DUF1707-SHOCT-bihelical+Toast-rack*->||<-REC+LYTTR	1
DUF1707-SHOCT-bihelical+Toast-rack*->FA_synthesis->	1
DUF1707-SHOCT-bihelical+Toast-rack*->FA_synthesis->Arg_tRNA_synt_N+tRNA-synt_1d+DALR_1->	1
DUF1707-SHOCT-bihelical+Toast-rack*->Molybdop_Fe4S4+Molybdopterin+Molydop_binding->	1
DUF1707-SHOCT-bihelical+Toast-rack*->Oxidored_FMN->	1
DUF1707-SHOCT-bihelical+Toast-rack*->Peptidase_M24->?->AMP-binding->?->?->Aldedh->adh_short->	1
DUF1707-SHOCT-bihelical+Toast-rack*->SIG+Beta-lactamase->SIG+DeoC->Aldedh->	1
DUF1707-SHOCT-bihelical+Toast-rack*->SIG+DeoC->Aldedh->?->||<-?<-?||p450->	1
DUF1707-SHOCT-bihelical+Toast-rack*->SIG+DUF218->?->||<-SIG+DUF218||SIG+DUF885->	1
DUF1707-SHOCT-bihelical+Toast-rack*->SIG+TM+bPH_2->?->||<-?<-?<-Arg_tRNA_synt_N+tRNA-synt_1d+DALR_1	1
DUF1707-SHOCT-bihelical+Toast-rack*->SIG+TM+bPH_2->?->||<-?<-Arg_tRNA_synt_N+tRNA-synt_1d+DALR_1	1
DUF1707-SHOCT-bihelical+Toast-rack*->SIG+TM+TM+TM+TM+TM->	1
DUF1707-SHOCT-bihelical+Toast-rack*->Transposase_31+DUF4351->?->?->Cation_ATPase_N+TM+E1-E2_ATPase+Cation_ATPase+Hydrolase+TM+Cation_ATPase_C->?->SIG+Nramp+TM->	1
DUF2071->ZNR+DUF2089-HTH->Toast-rack*->||<-?<-SIG+Endonuclease_1	1
DUF2170->PspA*->?->?->||<-ABC-ATPase<-SIG+TM+TM+TM+TM<-SIG+TM+TM+TM+TM<-SIG+PBPB<-GNTR-HTH	1
DUF2170->PspA*->?->?->DUF2491->SIG+TM+TM+TM->SIG+DUF1190->SpermGS-ATPgrasp->	1
DUF2170->PspA*->||<-?<-CarboxypepD-reg-IG<-MCD	1
DUF2170->PspA*->Cluster51_2clades->||<-SpermGS-ATPgrasp	1
DUF2170->PspA*->Cluster51_2clades->SIG+TM+TM->SIG+TM->zf-TFIIB->GspA-ATPase->PhospholipaseD->	1
DUF2170->PspA*->DUF2491->SIG+TM+TM+TM->SIG+DUF1190->	1
DUF2170->PspA*->SIG+TM->?->DUF2491->?->SIG+TM+TM+TM->SIG+DUF1190->SpermGS-ATPgrasp->	1
DUF2170->PspA*->SIG+TM->DUF2491->	1
DUF2170->PspA*->SIG+TM->DUF2491->SIG+TM+TM+TM->SIG+DUF1190->	1
DUF2170->PspA*->SIG+TM->DUF2491->SIG+TM+TM+TM->SIG+DUF1190->SpermGS-ATPgrasp->||<-?<-SIG+Asparaginase_2	1
DUF2170->PspA*->SIG+TM->DUF2491->SIG+TM+TM+TM->SIG+DUF1190->SpermGS-ATPgrasp->||<-N-OB	1
DUF2170->PspA*->SIG+TM->DUF2491->SIG+TM+TM+TM->SIG+DUF1190->SpermGS-ATPgrasp->||<-SPOUT	1
DUF2170->PspA*->SIG+TM->DUF2491->SIG+TM+TM+TM->SIG+DUF1190->SpermGS-ATPgrasp->SIG+PSII_BNR->	1
DUF2170->PspA*->SIG+TM+TM->SIG+TM->?->?->GspA-ATPase->	1
DUF2170->PspA*->SIG+TM+TM->SIG+TM->||<-ABC-ATPase	1
DUF2170->PspA*->SIG+TM+TM->SIG+TM->GspA-ATPase->zf-TFIIB->	1
DUF2170->PspA*->SIG+TM+TM->SIG+TM->GspA-ATPase->zf-TFIIB->||<-NtrC-AAA+FIS-HTH	1
DUF2170->PspA*->SIG+TM+TM->SIG+TM->SIG+TM->GspA-ATPase->	1
DUF2491->||<-DUF2170<-PspA*<-SpermGS-ATPgrasp||?->||<-SIG+Asparaginase_2	1
DUF3046*->||<-?||?->||<-?||?->DUF3046*->	1
DUF3046*->||<-?<-?<-?||?->DUF3046*->	1
DUF3046*->||<-PSE<-?||?->DUF3046*->	1
DUF308+TM+TM+TM->?->?->SIG+Toast-rack*->	1
DUF4178->?->PspA*->	1
DUF4178->PspA*->	1
DUF4178->PspA*->?->SIG+TM+TM+TM->TM+TM+TM+TM+TM+TM+TM->||<-LRP-HTH	1
DUF4870->?->?->SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*->?->||<-?||SIG+Toast-rack*->	1
DUF4870->?->?->Toast-rack*->	1
DUF4870->?->?->Toast-rack*->||<-?<-?||BCCT->||<-?<-?<-AIM24	1
DUF4870->?->SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*->?->SIG+Toast-rack*->	1
DUF4870->?->SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*->SIG+Toast-rack*->?->||<-?<-Mqo	1
DUF4870->?->SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*->SIG+Toast-rack*->SIG+Toast-rack*->	1
DUF4870->SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack->?->?->SIG+Toast-rack*->	1
DUF4870->SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack->SIG+Toast-rack*->SIG+Toast-rack*->	1
DUF4870->SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*->SIG+Toast-rack*->SIG+Toast-rack*->	1
DUF488->?->ABC-ATPase->?->||<-?<-?<-DUF1707-SHOCT-bihelical+Toast-rack*	1
DUF488->||<-His_biosynth<-SIG+Toast-rack*	1
DUF5131->SIG+Toast-rack*->	1
DUF520->||<-tRNA<-?||?->?->||<-?<-TraJ-RHH<-Toast-rack*	1
DUF59+ParA->?->LiaI-LiaF-TM+Toast-rack*->	1
DYN-MID-AAA+DYN-MID-AAA+Classical-AAA+PspA*->	1
DYN-MID-AAA+Snf7*->	1
EFHAND+EP1*->	1
EFHAND+EP1*->EFHAND+EP1*->	1
EFHAND+EP1+EP1+SH3+SH3+SH3+SH3+SH3*->	1
EFHAND+EP1+PspA*->	1
EFHAND+EP1+SH3+SH3+SH3+SH3+C2*->	1
EFHAND+EP1+SH3+SH3+SH3+SH3+C2+TM*->	1
EFHAND+EP1+Tox-DDRGK+SH3+SH3+SH3+SH3+SH3+PH+C2*->	1
EFHAND+PspA*->	1
EMAP->?->REC->?->?->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->?->SIGMA-HTH->REC->CheC->CheC->	1
ENDO3->||<-?||Orn_Arg_deC_N+Orn_DAP_Arg_deC->SbcC+PspA+MA+SbcC*->	1
Endonuclease_5->TM+TM+TM+Toast-rack*->	1
ENOYCOADEHYD->?->?->||<-?<-?<-TraJ-RHH<-Toast-rack*<-ABC-ATPase<-SIG+TM+TM+TM+TM+TM	1
ENOYCOADEHYD->?->SIG+Toast-rack*->	1
ENOYCOADEHYD->?->TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->	1
ENOYCOADEHYD->||<-FURR-HTH<-?<-SIG+TM+TM+TM+TM+TM+TM||?->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	1
ENOYCOADEHYD->||<-MarR||ETF->ETF+ETF_alpha->?->SIG+TM+HISKIN-LiaS-like->REC+LYTTR->SIG+Toast-rack*->||<-?<-Acetyltransf_1||?->||<-?<-?||SIG+EAL->	1
ENOYCOADEHYD->SIG+Toast-rack*->	1
EP1->||<-ncRNA||SIGMA-HTH+PspA*->	1
EP1->EP1->EP1*->	1
EP1*->?->?->?->?->?->?->TM+TM+TM+EP1*->CR-Kinase+EP1+EP1+EP1*->	1
EP1*->?->EP1*->	1
EP1+A18*->ABC-ATPase->SIG+TM+TM+TM+TM->	1
EP1+BetaPropeller*->EP1+BetaPropeller*->	1
EP1+BetaPropeller*->EP1+BetaPropeller*->EP1+BetaPropeller->	1
EP1+CXC*->	1
EP1+DISCOIDIN+TM+DISCOIDIN+PspA*->	1
EP1+EP1*->EP1+EP1->Myosin_tail_1->EP1+EP1->EP1+EP1*->	1
EP1+EP1*->EP1+EP1*->EP1+EP1*->EP1+EP1*->EP1+EP1*->EP1+EP1*->EP1+EP1*->EP1+EP1*->	1
EP1+EP1*->EP1+EP1*->SidE+SidE->EP1+EP1*->EP1+EP1*->SidE+SidE->	1
EP1+EP1*->SidE+SidE->	1
EP1+EP1*->SidE+SidE->EP1+EP1*->	1
EP1+EP1*->SidE+SidE->EP1+EP1*->EP1+EP1*->	1
EP1+EP1*->SidE+SidE->SidE+SidE->SidE+SidE->	1
EP1+EP1+DUF572*->	1
EP1+EP1+EP1*->	1
EP1+EP1+EP1+EP1+EP1+PspA*->	1
EP1+EP1+EP1+MA->EP1+EP1+EP1+MA->EP1+EP1+EP1+MA->EP1+EP1+EP1+MA->EP1+EP1+EP1+MA->EP1+EP1+EP1+MA->EP1+EP1+EP1+MA->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA->	1
EP1+EP1+EP1+MA*->?->EP1+EP1+EP1+MA*->	1
EP1+EP1+EP1+MA*->EP1+EP1+EP1*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->	1
EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->?->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->	1
EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->?->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->	1
EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->	1
EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->ncRNA->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->EP1+EP1+EP1+MA*->	1
EP1+EP1+EP1+SidE+EP1*->	1
EP1+EP1+EP1+TM*->	1
EP1+EP1+RING+TM+SAM+TM+TM*->	1
EP1+EP1+TM+TM+BACTERIALFRINGE+TM+TM+TM+TM+TM+TM*->	1
EP1+EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+35exo+GspA-ATPase*->	1
EP1+KH*->	1
EP1+MA*->	1
EP1+MA+MA+EP1+SFII-RAD3+MA+EP1+SIGMA-HTH+EP1+MA*->	1
EP1+PspA+WXG+TM+TM+PH+NACHT+BetaPropeller*->	1
EP1+PTSEIIA1*->	1
EP1+RIFIN*->	1
EP1+SAM+SAM+SAM*->||<-ncRNA||EP1+SAM+SAM+SAM->EP1+SAM+SAM+SAM*->	1
EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->||<-ncRNA<-ncRNA||EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->	1
EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->	1
EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->SAM+SAM+SAM->SAM+SAM+SAM->	1
EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->SAM+SAM+SAM->EP1+SAM+SAM+SAM*->	1
EP1+SAM+SAM+SAM*->SAM+SAM+SAM->	1
EP1+SAM+SAM+SAM+SAM+SAM*->	1
EP1+SGS*->	1
EP1+SidE*->	1
EP1+SidE+EP1*->Myosin_tail_1->	1
EP1+SIGMA-HTH*->	1
EP1+Snf7+EP1*->	1
EP1+Subtilisin*->	1
EP1+TM*->	1
EP1+TM+TM+PyocinS+ColE7*->	1
EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+SIGMA-HTH+EP1+EP1+TM+TM+PrsW+TM+EP1+HISKIN+TM+TM*->	1
EP1+Tox-DDRGK+EP1*->	1
EP1+TRANSGLUTAMINASE*->	1
EP1+VWA+TM*->	1
EP1+WW*->	1
EutA+PEPcase->||<-?||SIG+Toast-rack*->||<-?<-SIGMA-HTH<-?||PhnA_Zn_Ribbon+PhnA->||<-ApbA+ApbA_C	1
FAD_binding_2+Succ_DH_flav_C->?->?->PspA*->	1
FAD_binding_2+Succ_DH_flav_C->?->||<-?||?->PspA*->	1
FAD_binding_3->||<-SIG+Toast-rack*<-?<-?<-?<-3HCDH_N+3HCDH	1
FAD_binding_4+FAD-oxidase_C->?->||<-?||SIG+Toast-rack*->MacB_PCD+FtsX+TM+MacB_PCD+FtsX->	1
FAD_binding_6+NAD_binding_1+Fer2->?->||<-REC+LYTTR<-PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like||PspC+TM+TM+TM+TM+TM+Toast-rack*->	1
Fapy_DNA_glyco+H2TH+zf-FPG_IleRS->||<-SIG+Peptidase_M3||SIG+Toast-rack*->	1
Fe-ADH->||<-?||DEAD+Helicase_C+DEAD_assoc->?->||<-?<-?||?->Toast-rack*->	1
Fe_dep_repress+Fe_dep_repr_C+FeoA->IspD->LiaI-LiaF-TM+Toast-rack*->SIG+TM+TM+TM+HISKIN->REC+LYTTR->	1
Fer2_3+Fer4_8->?->TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->||<-?<-PadR	1
FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK*->	1
Ferritin->DUF1707-SHOCT-bihelical+Toast-rack*->	1
FHA+PspA+PH*->	1
FHA+SFII-RAD3*->ADH_N+ADH_zinc_N->PCNA->	1
FHA+TM->?->?->SIG+TM+TM+TM+TM+TM*->TM->?->||<-SIG+TPR	1
FHA+TM->?->TPR->SIG+TM+TM+TM+TM+TM*->	1
FHA+TM->?->TPR->SIG+TM+TM+TM+TM+TM*->REC->TM->	1
FHA+TM->?->TPR->SIG+TM+TM+TM+TM+TM*->TM->Cluster154_3clades->||<-SIG+TPR||Cluster301_2clades->?->?->SIG+TM->	1
FHA+TM->Cluster172_2clades->TPR->SIG+TM+TM+TM+TM+TM*->TM->Cluster154_3clades->||<-SIG+TPR	1
FHA+TM->Cluster172_2clades->TPR->SIG+TM+TM+TM+TM+TM*->TM->Cluster154_3clades->SIG+TPR->TM+TM+TM+TM->	1
FHA+TM->SIG+TM+TM+TM+TM+TM*->?->TM->	1
FKBP->?->PspC+LiaI-LiaF-TM*->Cluster287_4clades->RnaseT2->?->||<-SIG+TM+TM+TM+TM+TM+TM||Cluster552_2clades->	1
FKBP+EP1+PspA*->	1
FKBP+EP1+PspA*->FKBP+EP1+PspA*->	1
Flavodoxin_2->Cation_efflux+ZT_dimer->Fe_dep_repress+Fe_dep_repr_C+FeoA->?->?->SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->||<-?<-TauE	1
Flavoprotein->?->?->UDG->?->?->?->Toast-rack*->	1
Flavoprotein+DFP->||<-?||UDG->?->?->SIG+Toast-rack*->	1
FMN_red->||<-?||DUF1707-SHOCT-bihelical+Toast-rack*->	1
FMO-like->?->PspA*->SIG+TM+TM->SIG+TM->||<-ENOYCOADEHYD<-Thiolase_N+Thiolase_C	1
FN3+SIGMA-HTH*->	1
FormylT->Snf7*->	1
FURR-HTH->?->BZIP*->NifX->NifX->?->?->?->ParA-Soj-PloopNTPase->ParA-Soj-PloopNTPase->	1
FURR-HTH->BZIP*->	1
FURR-HTH->BZIP*->NifX->NifX->	1
FYVE+SFII-RAD3+SFII-RAD3+SFII-RAD3+SFII-RAD3+SFII-RAD3+SFII-RAD3+SFII-RAD3+SFII-RAD3+SFII-RAD3*->	1
GatB_N+GatB_Yqey->||<-?<-Cluster75_2clades<-SbcC+PspA+SbcC*<-SMC_ScpA<-?||?->?->SIG+TM+TM+TM+TM+TM+TM+TM->	1
GatB_N+GatB_Yqey->||<-?<-Cluster75_2clades<-SbcC+PspA+SbcC*<-SMC_ScpA<-TM+TM+S2P+TM+TM+TM+TM	1
GatB_N+GatB_Yqey->||<-Cluster75_2clades<-SbcC+PspA+SbcC*	1
GatB_N+GatB_Yqey->AIRS+AIRS_C->?->||<-tRNA<-rRNA<-rRNA<-?||PspA*->?->DXP_synthase_N+Transket_pyr+Transketolase_C->Mbetalac->?->||<-SIG+PEP-utilisers-C<-?<-PCNA	1
GatB_N+GatB_Yqey->AIRS+AIRS_C->?->||<-tRNA<-rRNA<-rRNA<-?<-?<-?<-PSE||PspA*->?->PSE->Mbetalac->?->PSE->?->||<-SIG+PEP-utilisers-C<-PSE<-PCNA	1
GDP_Man_Dehyd->?->?->?->SbcC+Snf7*->	1
GDResolvase+SidE*->||<-TRAM+METHYLASE<-DAGKIN<-?<-?||REC+LuxR-HTH->?->?->PspA*->||<-?<-?<-?<-?<-TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM<-SIG+TM	1
GIDA+GIDA_assoc->PspA*->	1
Glu-tRNAGln->Amidase->?->?->?->?->LiaI-LiaF-TM+TM+Toast-rack*->?->?->?->?->rRNA->rRNA->tRNA->tRNA->rRNA->rRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->||<-?||?->?->?->?->SIG+TM+Toast-rack*->	1
Glu-tRNAGln->Amidase->?->?->?->?->LiaI-LiaF-TM+TM+Toast-rack*->?->?->||<-?||?->rRNA->rRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->tRNA->?->||<-?||?->?->?->?->?->SIG+TM+Toast-rack*->SIG+TM+HISKIN-LiaS-like->REC+LYTTR->	1
Glu-tRNAGln->Amidase->?->?->LiaI-LiaF-TM+Toast-rack*->	1
Glyco_hydro_1->?->||<-?||SIG+Toast-rack*->	1
Glyco_hydro_36N+Melibiase+Glyco_hydro_36C->?->||<-?<-?||Cluster539_2clades->||<-SIG+Toast-rack*	1
Glyco_tran_28_C+DUF3046*->	1
Glyco_transf_5+Glycos_transf_1->PspC+TM+TM->LiaI-LiaF-TM+Toast-rack*->	1
Glycos_trans_3N+Glycos_transf_3+PYNP_C->PspA*->	1
Glycos_trans_3N+Glycos_transf_3+PYNP_C->PspA*->?->SIG+TM->||<-?<-MoaC	1
GNTR-HTH->?->?->SIG+Toast-rack*->	1
GNTR-HTH->||<-?<-?||SIG+TM+TM+TM+TM+TM+TM->SIG+TM+HISKIN-LiaS-like->REC+LYTTR->DUF1707-SHOCT-bihelical+Toast-rack*->	1
GNTR-HTH->||<-?<-?||SIG+TM+TM+TM+TM+TM+TM->SIG+TM+HISKIN-LiaS-like->REC+LYTTR->DUF1707-SHOCT-bihelical+Toast-rack*->||<-?<-Cupin_2	1
GNTR-HTH->||<-SIG+Beta-lactamase||adh_short->TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->p450->	1
GNTR-HTH->ABC-ATPase->?->SIG+Toast-rack*->	1
GNTR-HTH->ABC-ATPase->?->SIG+Toast-rack*->?->ABC-ATPase->	1
GNTR-HTH->ABC-ATPase->SIG+TM+TM+TM+TM+TM->SIG+Toast-rack*->?->||<-EamA+EamA	1
GNTR-HTH->DUF1707-SHOCT-bihelical+Toast-rack*->	1
Gp_dh_N+Gp_dh_C->?->||<-ADH_N+ADH_zinc_N||?->LiaI-LiaF-TM+Toast-rack*->	1
GPATCH+RRM+Snf7*->	1
